X,Y,FID,POINT_X,POINT_Y,REGION,COD_COMUN,COMUNA,CALLE_UNO,CALLE_DOS,NUMERO,DIR_GEOCOD,Año,Claseaccid,Cód_Regi,Tipo_Accid,Tipo__CONA,Cód_Zona,Zona,Fallecidos,Graves,Menos_Grav,Leves,Ilesos,Siniestros
-7864899.03366709,-3952774.66858722,237,-70.6515901,-33.4319141,REGION METROPOLITANA,13108,INDEPENDENCIA,STA MARIA,LA PAZ,0,"STA MARIA & LA PAZ, INDEPENDENCIA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,2,0,0,0,2,2
-7864898.2655626,-3953192.08029462,238,-70.6515832,-33.4350433,REGION METROPOLITANA,13101,SANTIAGO,PUENTE,ROSAS,0,"PUENTE & ROSAS, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,2,0,1
-7864860.97353319,-3955937.21874712,239,-70.6512482,-33.4556199,REGION METROPOLITANA,13101,SANTIAGO,ZENTENO,COPIAPO,0,"ZENTENO & COPIAPO, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7864853.81568993,-3951846.89784668,240,-70.6511839,-33.4249585,REGION METROPOLITANA,13108,INDEPENDENCIA,ECHEVERRIA,LA PAZ,0,"ECHEVERRIA & LA PAZ, INDEPENDENCIA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,1,0,0,0,1,1
-7864839.38868392,-3951628.47784485,241,-70.6510543,-33.4233209,REGION METROPOLITANA,13108,INDEPENDENCIA,OLIVOS,LA PAZ,0,"OLIVOS & LA PAZ, INDEPENDENCIA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7864820.29739125,-3959105.87873487,242,-70.6508828,-33.479365,REGION METROPOLITANA,13130,SAN MIGUEL,ALC CARLOS VALDOVINOS,LLANO SUBERCASEAUX,0,"ALC CARLOS VALDOVINOS & LLANO SUBERCASEAUX, SAN MIGUEL",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7864807.70715684,-3951353.8048023,243,-70.6507697,-33.4212615,REGION METROPOLITANA,13108,INDEPENDENCIA,SANTOS DUMONT,LA PAZ,0,"SANTOS DUMONT & LA PAZ, INDEPENDENCIA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,1,2,2
-7864765.3055628,-3955437.04022739,244,-70.6503888,-33.4518711,REGION METROPOLITANA,13101,SANTIAGO,SAN DIEGO,STA ISABEL,0,"SAN DIEGO & STA ISABEL, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7864757.25716361,-3919544.216496,245,-70.6503165,-33.1824346,REGION METROPOLITANA,13301,COLINA,GRAL SAN MARTIN,ESMERALDA,0,"GRAL SAN MARTIN & ESMERALDA, COLINA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7864756.2330243,-3952981.0915486,246,-70.6503073,-33.4334616,REGION METROPOLITANA,13101,SANTIAGO,ISMAEL VALDES VERGARA,21 DE MAYO,0,"ISMAEL VALDES VERGARA & 21 DE MAYO, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,0,1
-7864725.3863934,-3955737.22746747,247,-70.6500302,-33.454121,REGION METROPOLITANA,13101,SANTIAGO,SAN DIEGO,10 DE JULIO HUAMACHUCO,0,"SAN DIEGO & 10 DE JULIO HUAMACHUCO, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7864724.30659434,-3953327.63695713,248,-70.6500205,-33.4360595,REGION METROPOLITANA,13101,SANTIAGO,21 DE MAYO,STO DOMINGO,0,"21 DE MAYO & STO DOMINGO, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7864700.36177187,-3953148.14010723,249,-70.6498054,-33.4347139,REGION METROPOLITANA,13101,SANTIAGO,ESMERALDA, ,866,"ESMERALDA 866, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,0,1
-7864698.10198621,-3953247.73276895,250,-70.6497851,-33.4354605,REGION METROPOLITANA,13101,SANTIAGO,DIAG CERVANTES, ,661,"DIAG CERVANTES 661, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,0,2,1
-7864690.14264262,-3953631.70478252,251,-70.6497136,-33.4383389,REGION METROPOLITANA,13101,SANTIAGO,ESTADO,MERCED,0,"ESTADO & MERCED, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7864673.09962858,-3956105.03049613,252,-70.6495605,-33.4568776,REGION METROPOLITANA,13101,SANTIAGO,COQUIMBO,SAN DIEGO,0,"COQUIMBO & SAN DIEGO, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7864653.91928031,-3959781.36844996,253,-70.6493882,-33.4844261,REGION METROPOLITANA,13130,SAN MIGUEL,GRAN AVDA JOSE MIGUEL CARRERA, ,3204,"GRAN AVDA JOSE MIGUEL CARRERA 3204, SAN MIGUEL",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,0,2,1
-7864652.62797422,-3952564.88793734,254,-70.6493766,-33.4303414,REGION METROPOLITANA,13127,RECOLETA,ANTONIA LOPEZ DE BELLO, ,743,"ANTONIA LOPEZ DE BELLO 743, RECOLETA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,2,0,0,2,2
-7864650.29026491,-3955052.68811366,255,-70.6493556,-33.4489903,REGION METROPOLITANA,13101,SANTIAGO,ELEUTERIO RAMIREZ,ARTURO PRAT,0,"ELEUTERIO RAMIREZ & ARTURO PRAT, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7864636.73155093,-3956312.87386531,256,-70.6492338,-33.4584353,REGION METROPOLITANA,13101,SANTIAGO,SAN DIEGO, ,978,"SAN DIEGO 978, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7864626.49015778,-3957689.98890078,257,-70.6491418,-33.4687555,REGION METROPOLITANA,13101,SANTIAGO,SGTO ALDEA, ,1156,"SGTO ALDEA 1156, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7864624.57546254,-3956477.64879639,258,-70.6491246,-33.4596702,REGION METROPOLITANA,13101,SANTIAGO,MANUEL ANTONIO MATTA,SAN DIEGO,0,"MANUEL ANTONIO MATTA & SAN DIEGO, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7864600.34120939,-3953132.37290396,259,-70.6489069,-33.4345957,REGION METROPOLITANA,13101,SANTIAGO,ESMERALDA,SAN ANTONIO,0,"ESMERALDA & SAN ANTONIO, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7864599.6621605,-3957020.34586917,260,-70.6489008,-33.4637373,REGION METROPOLITANA,13101,SANTIAGO,VICTORIA,SAN DIEGO,0,"VICTORIA & SAN DIEGO, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,2,0,1
-7864580.03653427,-3953308.57462241,261,-70.6487245,-33.4359166,REGION METROPOLITANA,13101,SANTIAGO,SAN ANTONIO,STO DOMINGO,0,"SAN ANTONIO & STO DOMINGO, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,0,2,1
-7864567.15686919,-3957831.13637619,262,-70.6486088,-33.4698132,REGION METROPOLITANA,13101,SANTIAGO,NUBLE,SAN DIEGO,0,"NUBLE & SAN DIEGO, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,0,2,1
-7864561.67995024,-3952865.88107098,263,-70.6485596,-33.4325979,REGION METROPOLITANA,13127,RECOLETA,RECOLETA,STA MARIA,0,"RECOLETA & STA MARIA, RECOLETA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,1,2,2
-7864559.36450483,-3957997.7078262,264,-70.6485388,-33.4710614,REGION METROPOLITANA,13101,SANTIAGO,SAN DIEGO,GRAL GANA,0,"SAN DIEGO & GRAL GANA, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7864547.6759583,-3958458.76107211,265,-70.6484338,-33.4745162,REGION METROPOLITANA,13101,SANTIAGO,BIO BIO,SAN DIEGO,0,"BIO BIO & SAN DIEGO, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7864538.38078082,-3952272.42588102,266,-70.6483503,-33.4281488,REGION METROPOLITANA,13127,RECOLETA,DAVILA BAEZA, ,700,"DAVILA BAEZA 700, RECOLETA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7864533.58291076,-3955711.99697651,267,-70.6483072,-33.4539319,REGION METROPOLITANA,13101,SANTIAGO,10 DE JULIO HUAMACHUCO,ARTURO PRAT,0,"10 DE JULIO HUAMACHUCO & ARTURO PRAT, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7864514.72538902,-3949506.79312004,268,-70.6481378,-33.407412,REGION METROPOLITANA,13127,RECOLETA,RECOLETA,MEXICO,0,"RECOLETA & MEXICO, RECOLETA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7864502.51364088,-3952979.93103443,269,-70.6480281,-33.4334529,REGION METROPOLITANA,13101,SANTIAGO,RECOLETA,CARD JOSE MARIA CARO,0,"RECOLETA & CARD JOSE MARIA CARO, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,2,0,2,1,3
-7864481.90840314,-3958540.8499084,270,-70.647843,-33.4751313,REGION METROPOLITANA,13101,SANTIAGO,SAN DIEGO, ,2260,"SAN DIEGO 2260, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,2,0,4,0,1
-7864470.06400932,-3954198.86851588,271,-70.6477366,-33.4425904,REGION METROPOLITANA,13101,SANTIAGO,SAN ANTONIO,ROSA EGUIGUREN,0,"SAN ANTONIO & ROSA EGUIGUREN, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7864443.33619958,-3952662.27466653,272,-70.6474965,-33.4310715,REGION METROPOLITANA,13127,RECOLETA,RECOLETA,ANTONIA LOPEZ DE BELLO,0,"RECOLETA & ANTONIA LOPEZ DE BELLO, RECOLETA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7864434.51969591,-3969341.04959012,273,-70.6474173,-33.5560202,REGION METROPOLITANA,13131,SAN RAMON,VENANCIA LEIVA,LA BANDERA,0,"VENANCIA LEIVA & LA BANDERA, SAN RAMON",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7864432.43802143,-3953483.55175924,274,-70.6473986,-33.4372283,REGION METROPOLITANA,13101,SANTIAGO,MAC IVER, ,484,"MAC IVER 484, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,0,1
-7864392.19602551,-3954984.93950544,275,-70.6470371,-33.4484825,REGION METROPOLITANA,13101,SANTIAGO,ELEUTERIO RAMIREZ,SAN FRANCISCO,0,"ELEUTERIO RAMIREZ & SAN FRANCISCO, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7864391.28320568,-3945885.42717849,276,-70.6470289,-33.3802514,REGION METROPOLITANA,13128,RENCA,AMERICO VESPUCIO, ,21,"AMERICO VESPUCIO 21, RENCA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,1,0,0,0,1,1
-7864387.86569731,-3954743.37985467,277,-70.6469982,-33.4466719,REGION METROPOLITANA,13101,SANTIAGO,TARAPACA,SAN FRANCISCO,0,"TARAPACA & SAN FRANCISCO, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7864325.99432433,-3967729.52930544,278,-70.6464424,-33.5439554,REGION METROPOLITANA,13131,SAN RAMON,JUAN LUIS SANFUENTES,GOYCOLEA,0,"JUAN LUIS SANFUENTES & GOYCOLEA, SAN RAMON",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,1,0,1,1
-7864317.50064718,-3969927.40666234,279,-70.6463661,-33.5604096,REGION METROPOLITANA,13112,LA PINTANA,ALMTE LATORRE,VIOLETA PARRA,0,"ALMTE LATORRE & VIOLETA PARRA, LA PINTANA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,2,1,1
-7864304.13117634,-3956367.82082014,280,-70.646246,-33.4588471,REGION METROPOLITANA,13101,SANTIAGO,MANUEL ANTONIO MATTA,SERRANO,0,"MANUEL ANTONIO MATTA & SERRANO, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7864302.91779389,-3954238.53032898,281,-70.6462351,-33.4428877,REGION METROPOLITANA,13101,SANTIAGO,STA ROSA,LIBER BERNARDO O'HIGGINS,0,"STA ROSA & LIBER BERNARDO O'HIGGINS, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7864293.39997743,-3972488.54971071,282,-70.6461496,-33.5795794,REGION METROPOLITANA,13112,LA PINTANA,CERRO CAMPANA,GOLFO TRINIDAD,0,"CERRO CAMPANA & GOLFO TRINIDAD, LA PINTANA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7864279.28466599,-3973416.16212428,283,-70.6460228,-33.5865214,REGION METROPOLITANA,13112,LA PINTANA,LOS LIMONEROS, ,13198,"LOS LIMONEROS 13198, LA PINTANA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7864278.21599888,-3948667.62336098,284,-70.6460132,-33.4011189,REGION METROPOLITANA,13127,RECOLETA,CARD JOSE MARIA CARO,FRAY LUIS DE LA PENA,0,"CARD JOSE MARIA CARO & FRAY LUIS DE LA PENA, RECOLETA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7864272.47191316,-3968378.90291619,285,-70.6459616,-33.5488172,REGION METROPOLITANA,13131,SAN RAMON,EDUARDO BARRIOS,LA BANDERA,0,"EDUARDO BARRIOS & LA BANDERA, SAN RAMON",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,0,1
-7864267.22876514,-3953158.13134952,286,-70.6459145,-33.4347888,REGION METROPOLITANA,13101,SANTIAGO,MIRAFLORES,ISMAEL VALDES VERGARA,0,"MIRAFLORES & ISMAEL VALDES VERGARA, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,2
-7864264.17861109,-3973134.57001828,287,-70.6458871,-33.5844141,REGION METROPOLITANA,13112,LA PINTANA,GABRIELA,LOS LIMONEROS,0,"GABRIELA & LOS LIMONEROS, LA PINTANA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,1,0,1,1
-7864251.90007126,-3953417.71991954,288,-70.6457768,-33.4367348,REGION METROPOLITANA,13101,SANTIAGO,MIRAFLORES,MONJITAS,0,"MIRAFLORES & MONJITAS, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7864246.5344718,-3946480.54168721,289,-70.6457286,-33.3847154,REGION METROPOLITANA,13127,RECOLETA,ELENA, ,940,"ELENA 940, RECOLETA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7864233.72159841,-3953575.61024441,290,-70.6456135,-33.4379184,REGION METROPOLITANA,13101,SANTIAGO,MERCED,MIRAFLORES,0,"MERCED & MIRAFLORES, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,2,0,1
-7864228.57863794,-3954542.6887914,291,-70.6455673,-33.4451676,REGION METROPOLITANA,13101,SANTIAGO,STA ROSA,PADRE ALONSO DE OVALLE,0,"STA ROSA & PADRE ALONSO DE OVALLE, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7864223.71397619,-3957454.53787404,292,-70.6455236,-33.4669911,REGION METROPOLITANA,13101,SANTIAGO,MAULE,CHILOE,0,"MAULE & CHILOE, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,2,0,1
-7864222.36701035,-3951843.89681117,293,-70.6455115,-33.424936,REGION METROPOLITANA,13127,RECOLETA,RECOLETA, ,613,"RECOLETA 613, RECOLETA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,0,2,1
-7864220.67495409,-3969173.98054926,294,-70.6454963,-33.5547695,REGION METROPOLITANA,13131,SAN RAMON,ALMTE LATORRE, ,10321,"ALMTE LATORRE 10321, SAN RAMON",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7864214.68596549,-3953060.34026881,295,-70.6454425,-33.4340557,REGION METROPOLITANA,13101,SANTIAGO,MIRAFLORES,CARD JOSE MARIA CARO,0,"MIRAFLORES & CARD JOSE MARIA CARO, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7864212.91598558,-3955914.24272349,296,-70.6454266,-33.4554477,REGION METROPOLITANA,13101,SANTIAGO,SAN FRANCISCO, ,838,"SAN FRANCISCO 838, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,2,1
-7864208.90848392,-3956343.57634481,297,-70.6453906,-33.4586654,REGION METROPOLITANA,13101,SANTIAGO,MANUEL ANTONIO MATTA,SAN FRANCISCO,0,"MANUEL ANTONIO MATTA & SAN FRANCISCO, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7864178.79656166,-3952899.96255053,298,-70.6451201,-33.4328534,REGION METROPOLITANA,13127,RECOLETA,BELLAVISTA,PATRONATO,0,"BELLAVISTA & PATRONATO, RECOLETA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,1,0,0,1
-7864159.14867153,-3952821.34186402,299,-70.6449436,-33.432264,REGION METROPOLITANA,13127,RECOLETA,DARDIGNAC,PATRONATO,0,"DARDIGNAC & PATRONATO, RECOLETA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7864155.44173249,-3953246.49219074,300,-70.6449103,-33.4354512,REGION METROPOLITANA,13101,SANTIAGO,ISMAEL VALDES VERGARA,STO DOMINGO,0,"ISMAEL VALDES VERGARA & STO DOMINGO, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7864150.63273048,-3972668.64125307,301,-70.6448671,-33.5809272,REGION METROPOLITANA,13112,LA PINTANA,TONGOY, ,1073,"TONGOY 1073, LA PINTANA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,1,0,1,1
-7864148.91841033,-3954927.29079532,302,-70.6448517,-33.4480504,REGION METROPOLITANA,13101,SANTIAGO,STA ROSA,ELEUTERIO RAMIREZ,0,"STA ROSA & ELEUTERIO RAMIREZ, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,2,2,2
-7864143.09640096,-3953398.36396251,303,-70.6447994,-33.4365897,REGION METROPOLITANA,13101,SANTIAGO,MANUEL RODRIGUEZ,COMPANIA,0,"MANUEL RODRIGUEZ & COMPANIA, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,0,1
-7864095.44052695,-3953398.69745564,304,-70.6443713,-33.4365922,REGION METROPOLITANA,13101,SANTIAGO,MONJITAS,MOSQUETO,0,"MONJITAS & MOSQUETO, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,0,2,1
-7864079.37712443,-3965475.39727762,305,-70.644227,-33.5270768,REGION METROPOLITANA,13131,SAN RAMON,ALVEAR,ELIAS FERNANDEZ ALBANO,0,"ALVEAR & ELIAS FERNANDEZ ALBANO, SAN RAMON",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7864066.35274401,-3964959.04923388,306,-70.64411,-33.52321,REGION METROPOLITANA,13131,SAN RAMON,MARIA DE LOS ANGELES, ,1305,"MARIA DE LOS ANGELES 1305, SAN RAMON",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7864065.11709766,-3953287.89822765,307,-70.6440989,-33.4357616,REGION METROPOLITANA,13101,SANTIAGO,CARD JOSE MARIA CARO,ISMAEL VALDES VERGARA,0,"CARD JOSE MARIA CARO & ISMAEL VALDES VERGARA, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7864042.71961611,-3957522.39435763,308,-70.6438977,-33.4674996,REGION METROPOLITANA,13130,SAN MIGUEL,SAN FRANCISCO, ,1646,"SAN FRANCISCO 1646, SAN MIGUEL",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7864035.04970319,-3958260.99489666,309,-70.6438288,-33.4730343,REGION METROPOLITANA,13101,SANTIAGO,SAN FRANCISCO,FRANKLIN,0,"SAN FRANCISCO & FRANKLIN, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,1,1,1,1
-7864010.00281777,-3950385.67229033,310,-70.6436038,-33.4140024,REGION METROPOLITANA,13127,RECOLETA,RECOLETA,VALDIVIESO,0,"RECOLETA & VALDIVIESO, RECOLETA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,3,0,1
-7864003.40157196,-3958467.82271149,311,-70.6435445,-33.4745841,REGION METROPOLITANA,13101,SANTIAGO,SAN FRANCISCO, ,2256,"SAN FRANCISCO 2256, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,0,2,1
-7863991.75755322,-3948475.78471003,312,-70.6434399,-33.3996802,REGION METROPOLITANA,13127,RECOLETA,ROBERTO MATUS, ,634,"ROBERTO MATUS 634, RECOLETA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7863978.51053382,-3957424.79324007,313,-70.6433209,-33.4667682,REGION METROPOLITANA,13101,SANTIAGO,MAULE,JUAN VICUNA,0,"MAULE & JUAN VICUNA, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,0,2,1
-7863971.33042666,-3956312.05993715,314,-70.6432564,-33.4584292,REGION METROPOLITANA,13101,SANTIAGO,STA ROSA,MANUEL ANTONIO MATTA,0,"STA ROSA & MANUEL ANTONIO MATTA, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,1,1,1
-7863946.6620275,-3948981.44981378,315,-70.6430348,-33.4034724,REGION METROPOLITANA,13127,RECOLETA,CARD JOSE MARIA CARO,RECOLETA,0,"CARD JOSE MARIA CARO & RECOLETA, RECOLETA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7863930.75447227,-3953386.50495315,316,-70.6428919,-33.4365008,REGION METROPOLITANA,13101,SANTIAGO,MONJITAS, ,389,"MONJITAS 389, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7863909.36999809,-3956934.29137078,317,-70.6426998,-33.4630924,REGION METROPOLITANA,13101,SANTIAGO,STA ROSA,VICTORIA,0,"STA ROSA & VICTORIA, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,0,1,1
-7863903.1361066,-3947699.83530638,318,-70.6426438,-33.3938607,REGION METROPOLITANA,13127,RECOLETA,RECOLETA,ORTIZ DE ROZAS,0,"RECOLETA & ORTIZ DE ROZAS, RECOLETA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,3,0,1
-7863867.60292514,-3946990.10610338,319,-70.6423246,-33.3885375,REGION METROPOLITANA,13127,RECOLETA,ALFREDO ROSENDE,RECOLETA,0,"ALFREDO ROSENDE & RECOLETA, RECOLETA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7863859.58792181,-3954855.80732729,320,-70.6422526,-33.4475146,REGION METROPOLITANA,13101,SANTIAGO,CARMEN,MARIN,0,"CARMEN & MARIN, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7863848.1999379,-3951473.36159857,321,-70.6421503,-33.4221579,REGION METROPOLITANA,13127,RECOLETA,TABARE, ,930,"TABARE 930, RECOLETA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7863829.11977718,-3952548.04109003,322,-70.6419789,-33.4302151,REGION METROPOLITANA,13127,RECOLETA,LORETO,STA FILOMENA,0,"LORETO & STA FILOMENA, RECOLETA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,1,0,1,1
-7863797.89466001,-3972012.35889246,323,-70.6416984,-33.5760155,REGION METROPOLITANA,13112,LA PINTANA,LO MARTINEZ,PUNTA DE HORCON,0,"LO MARTINEZ & PUNTA DE HORCON, LA PINTANA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7863792.74056758,-3951299.74857039,324,-70.6416521,-33.4208562,REGION METROPOLITANA,13127,RECOLETA,PERU,SAN CRISTOBAL,0,"PERU & SAN CRISTOBAL, RECOLETA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7863779.39336064,-3955166.93307119,325,-70.6415322,-33.4498466,REGION METROPOLITANA,13101,SANTIAGO,CARMEN,STA ISABEL,0,"CARMEN & STA ISABEL, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7863693.43244985,-3946300.28435605,326,-70.64076,-33.3833633,REGION METROPOLITANA,13107,HUECHURABA,AMERICO VESPUCIO,RECOLETA,0,"AMERICO VESPUCIO & RECOLETA, HUECHURABA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,2,1,2
-7863688.82382293,-3952335.91697023,327,-70.6407186,-33.4286248,REGION METROPOLITANA,13127,RECOLETA,LORETO,DIGNIDAD,0,"LORETO & DIGNIDAD, RECOLETA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7863658.30001855,-3953876.1494106,328,-70.6404444,-33.4401713,REGION METROPOLITANA,13101,SANTIAGO,LIBER BERNARDO O'HIGGINS,PORTUGAL,0,"LIBER BERNARDO O'HIGGINS & PORTUGAL, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,1,1,0,0,0,1
-7863643.63924162,-3960443.74999415,329,-70.6403127,-33.4893887,REGION METROPOLITANA,13129,SAN JOAQUIN,STA ROSA, ,3606,"STA ROSA 3606, SAN JOAQUIN",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7863642.34793552,-3955118.66267125,330,-70.6403011,-33.4494848,REGION METROPOLITANA,13101,SANTIAGO,STA ISABEL,MANUEL ANTONIO TOCORNAL,0,"STA ISABEL & MANUEL ANTONIO TOCORNAL, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,2,0,1
