X,Y,FID,POINT_X,POINT_Y,REGION,COD_COMUN,COMUNA,CALLE_UNO,CALLE_DOS,NUMERO,DIR_GEOCOD,Año,Claseaccid,Cód_Regi,Tipo_Accid,Tipo__CONA,Cód_Zona,Zona,Fallecidos,Graves,Menos_Grav,Leves,Ilesos,Siniestros
-7859631.92969631,-3971873.89726484,927,-70.6042749,-33.5749792,REGION METROPOLITANA,13201,PUENTE ALTO,CRETA, ,3868,"CRETA 3868, PUENTE ALTO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,0,1
-7859631.92969631,-3951409.7151897,928,-70.6042749,-33.4216807,REGION METROPOLITANA,13123,PROVIDENCIA,SAN PIO X, ,2445,"SAN PIO X 2445, PROVIDENCIA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7859628.9574659,-3951092.15524583,929,-70.6042482,-33.4192997,REGION METROPOLITANA,13123,PROVIDENCIA,PROVIDENCIA,HOLANDA,0,"PROVIDENCIA & HOLANDA, PROVIDENCIA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,1,2,2
-7859592.93447868,-3974066.04303843,930,-70.6039246,-33.5913846,REGION METROPOLITANA,13201,PUENTE ALTO,CANAL JARDIN ALTO, ,1888,"CANAL JARDIN ALTO 1888, PUENTE ALTO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7859592.21090199,-3953538.39190184,931,-70.6039181,-33.4376394,REGION METROPOLITANA,13123,PROVIDENCIA,RICARDO LYON,FRANCISCO BILBAO,0,"RICARDO LYON & FRANCISCO BILBAO, PROVIDENCIA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,1,0,1,1
-7859539.27848412,-3966599.05618078,932,-70.6034426,-33.535491,REGION METROPOLITANA,13110,LA FLORIDA,ROJAS MAGALLANES,STA RAQUEL,0,"ROJAS MAGALLANES & STA RAQUEL, LA FLORIDA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7859523.47111643,-3977697.44192275,933,-70.6033006,-33.6185541,REGION METROPOLITANA,13201,PUENTE ALTO,EL RODEO,ARA,0,"EL RODEO & ARA, PUENTE ALTO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7859514.47650157,-3963859.22260029,934,-70.6032198,-33.5149731,REGION METROPOLITANA,13110,LA FLORIDA,EL PARQUE,VICUNA MACKENNA ORIENTE,0,"EL PARQUE & VICUNA MACKENNA ORIENTE, LA FLORIDA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7859476.50542326,-3964478.52231003,935,-70.6028787,-33.5196113,REGION METROPOLITANA,13110,LA FLORIDA,VICUNA MACKENNA PONIENTE,DR LUIS CALVO MACKENNA,0,"VICUNA MACKENNA PONIENTE & DR LUIS CALVO MACKENNA, LA FLORIDA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,0,2,1
-7859473.64451235,-3972822.7728784,936,-70.602853,-33.5820807,REGION METROPOLITANA,13201,PUENTE ALTO,GABRIELA PONIENTE,CRETA,0,"GABRIELA PONIENTE & CRETA, PUENTE ALTO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,1,2,0,4,3,4
-7859458.22676287,-3973671.22185064,937,-70.6027145,-33.5884301,REGION METROPOLITANA,13201,PUENTE ALTO,LUIS MATTE LARRAIN,PALO DE ROSA,0,"LUIS MATTE LARRAIN & PALO DE ROSA, PUENTE ALTO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,1,0,1,1
-7859383.14176633,-3973088.57626987,938,-70.60204,-33.5840699,REGION METROPOLITANA,13201,PUENTE ALTO,MIGUEL ANGEL, ,1805,"MIGUEL ANGEL 1805, PUENTE ALTO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,0,2,1
-7859373.8577208,-3951256.76250933,939,-70.6019566,-33.4205339,REGION METROPOLITANA,13123,PROVIDENCIA,LUIS THAYER OJEDA,SAN PIO X,0,"LUIS THAYER OJEDA & SAN PIO X, PROVIDENCIA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7859364.54027942,-3973101.20382052,940,-70.6018729,-33.5841644,REGION METROPOLITANA,13201,PUENTE ALTO,CRETA,MIGUEL ANGEL,0,"CRETA & MIGUEL ANGEL, PUENTE ALTO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7859358.94090903,-3969063.24370775,941,-70.6018226,-33.5539405,REGION METROPOLITANA,13110,LA FLORIDA,STA RAQUEL,SAN JOSE DE LA ESTRELLA,0,"STA RAQUEL & SAN JOSE DE LA ESTRELLA, LA FLORIDA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7859335.69739936,-3952077.95324063,942,-70.6016138,-33.4266908,REGION METROPOLITANA,13123,PROVIDENCIA,CARLOS ANTUNEZ,HOLANDA,0,"CARLOS ANTUNEZ & HOLANDA, PROVIDENCIA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7859327.89390305,-3959469.73150257,943,-70.6015437,-33.4820912,REGION METROPOLITANA,13118,MACUL,EXEQUIEL FERNANDEZ,LOS PLATANOS,0,"EXEQUIEL FERNANDEZ & LOS PLATANOS, MACUL",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,0,1
-7859326.45788162,-3973635.28838168,944,-70.6015308,-33.5881612,REGION METROPOLITANA,13201,PUENTE ALTO,LUIS MATTE LARRAIN, ,1773,"LUIS MATTE LARRAIN 1773, PUENTE ALTO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7859313.35557755,-3964173.83530779,945,-70.6014131,-33.5173294,REGION METROPOLITANA,13110,LA FLORIDA,VICUNA MACKENNA ORIENTE,SAN CARLOS DE ANCUD,0,"VICUNA MACKENNA ORIENTE & SAN CARLOS DE ANCUD, LA FLORIDA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7859298.52782138,-3958364.70194161,946,-70.6012799,-33.4738114,REGION METROPOLITANA,13118,MACUL,RODRIGO DE ARAYA,EXEQUIEL FERNANDEZ,0,"RODRIGO DE ARAYA & EXEQUIEL FERNANDEZ, MACUL",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7859285.09155884,-3955781.56441802,947,-70.6011592,-33.4544533,REGION METROPOLITANA,13120,NUNOA,IRARRAZAVAL,JOSE LUIS ARANEDA,0,"IRARRAZAVAL & JOSE LUIS ARANEDA, ??ªU??ªOA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7859279.98199421,-3966606.70857907,948,-70.6011133,-33.5355483,REGION METROPOLITANA,13110,LA FLORIDA,LIRCAY,ROJAS MAGALLANES,0,"LIRCAY & ROJAS MAGALLANES, LA FLORIDA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,1,0,0,0,1,1
-7859276.05241619,-3966319.27302488,949,-70.601078,-33.533396,REGION METROPOLITANA,13110,LA FLORIDA,LIRCAY,LONGAVI,0,"LIRCAY & LONGAVI, LA FLORIDA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7859233.68421799,-3974086.22211185,950,-70.6006974,-33.5915356,REGION METROPOLITANA,13201,PUENTE ALTO,CRETA,MAHUIDANCHE,0,"CRETA & MAHUIDANCHE, PUENTE ALTO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,0,2,1
-7859193.16392334,-3974384.22169338,951,-70.6003334,-33.5937655,REGION METROPOLITANA,13201,PUENTE ALTO,CHILOE,CRETA,0,"CHILOE & CRETA, PUENTE ALTO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7859167.12629445,-3951481.24406794,952,-70.6000995,-33.422217,REGION METROPOLITANA,13123,PROVIDENCIA,HERNANDO DE AGUIRRE,LOTA,0,"HERNANDO DE AGUIRRE & LOTA, PROVIDENCIA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7859162.60672312,-3970166.83924768,953,-70.6000589,-33.5622019,REGION METROPOLITANA,13110,LA FLORIDA,MARIA ELENA,STA RAQUEL,0,"MARIA ELENA & STA RAQUEL, LA FLORIDA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7859153.61210827,-3967591.42625541,954,-70.5999781,-33.5429214,REGION METROPOLITANA,13110,LA FLORIDA,STA AMALIA,EL ALGARROBO,0,"STA AMALIA & EL ALGARROBO, LA FLORIDA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7859142.29091605,-3965069.33276341,955,-70.5998764,-33.5240359,REGION METROPOLITANA,13110,LA FLORIDA,LAS ACACIAS,AMERICO VESPUCIO,0,"LAS ACACIAS & AMERICO VESPUCIO, LA FLORIDA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,2,0,0,0,1
-7859121.96397703,-3960555.56549435,956,-70.5996938,-33.4902264,REGION METROPOLITANA,13118,MACUL,MACUL,ESC AGRICOLA,0,"MACUL & ESC AGRICOLA, MACUL",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7859099.05442583,-3950806.21203743,957,-70.599488,-33.4171557,REGION METROPOLITANA,13114,LAS CONDES,APOQUINDO, ,2902,"APOQUINDO 2902, LAS CONDES",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,1,0,0,0,1,1
-7859095.52559797,-3964604.06333061,958,-70.5994563,-33.5205515,REGION METROPOLITANA,13110,LA FLORIDA,VICUNA MACKENNA ORIENTE, ,7325,"VICUNA MACKENNA ORIENTE 7325, LA FLORIDA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7859091.75186723,-3964590.77744223,959,-70.5994224,-33.520452,REGION METROPOLITANA,13110,LA FLORIDA,VICUNA MACKENNA ORIENTE,SERAFIN ZAMORA,0,"VICUNA MACKENNA ORIENTE & SERAFIN ZAMORA, LA FLORIDA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,1,0,1,1
-7859090.68320012,-3952642.1996745,960,-70.5994128,-33.430921,REGION METROPOLITANA,13123,PROVIDENCIA,LAS DALIAS,DR ROBERTO DEL RIO,0,"LAS DALIAS & DR ROBERTO DEL RIO, PROVIDENCIA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,0,2,1
-7859065.19103673,-3959302.99203461,961,-70.5991838,-33.4808419,REGION METROPOLITANA,13118,MACUL,MAYOR ABE,MACUL,0,"MAYOR ABE & MACUL, MACUL",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7859028.0548546,-3967103.33737041,962,-70.5988502,-33.5392669,REGION METROPOLITANA,13110,LA FLORIDA,DR SOTERO DEL RIO,VENUS,0,"DR SOTERO DEL RIO & VENUS, LA FLORIDA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,2,2,2
-7859027.08637503,-3964895.3018549,963,-70.5988415,-33.5227326,REGION METROPOLITANA,13110,LA FLORIDA,VICUNA MACKENNA PONIENTE,AMERICO VESPUCIO,0,"VICUNA MACKENNA PONIENTE & AMERICO VESPUCIO, LA FLORIDA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7859013.18257063,-3958346.47206811,964,-70.5987166,-33.4736748,REGION METROPOLITANA,13118,MACUL,MACUL,RODRIGO DE ARAYA,0,"MACUL & RODRIGO DE ARAYA, MACUL",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,2,0,1
-7858999.0004675,-3949354.66567114,965,-70.5985892,-33.4062712,REGION METROPOLITANA,13132,VITACURA,VITACURA,LAS CATALPAS,0,"VITACURA & LAS CATALPAS, VITACURA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7858975.97959681,-3972314.99479341,966,-70.5983824,-33.5782805,REGION METROPOLITANA,13201,PUENTE ALTO,EJERCITO LIBERTADOR,PEDRO NU??ªEZ FERNANDEZ,0,"EJERCITO LIBERTADOR & PEDRO NU??ªEZ FERNANDEZ, PUENTE ALTO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,0,3,1
-7858973.93131818,-3968124.05367811,967,-70.598364,-33.5469092,REGION METROPOLITANA,13110,LA FLORIDA,VALENTINA LEPPE,TRINIDAD,0,"VALENTINA LEPPE & TRINIDAD, LA FLORIDA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7858953.19249704,-3964907.69344187,968,-70.5981777,-33.5228254,REGION METROPOLITANA,13110,LA FLORIDA,AMERICO VESPUCIO,VICUNA MACKENNA ORIENTE,0,"AMERICO VESPUCIO & VICUNA MACKENNA ORIENTE, LA FLORIDA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7858952.62476764,-3968576.92252214,969,-70.5981726,-33.5502997,REGION METROPOLITANA,13110,LA FLORIDA,JOSE MIGUEL CARRERA,CAMILO HENRIQUEZ,0,"JOSE MIGUEL CARRERA & CAMILO HENRIQUEZ, LA FLORIDA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7858917.08045423,-3960062.76852205,970,-70.5978533,-33.4865344,REGION METROPOLITANA,13118,MACUL,VICENTE HUIDOBRO,ARMANDO MOOCK,0,"VICENTE HUIDOBRO & ARMANDO MOOCK, MACUL",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7858916.62404432,-3953361.25290731,971,-70.5978492,-33.4363115,REGION METROPOLITANA,13123,PROVIDENCIA,FRANCISCO BILBAO,DR ROBERTO DEL RIO,0,"FRANCISCO BILBAO & DR ROBERTO DEL RIO, PROVIDENCIA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7858915.0099117,-3956077.63766704,972,-70.5978347,-33.4566723,REGION METROPOLITANA,13120,NUNOA,JOSE PEDRO ALESSANDRI,DUBLE ALMEYDA,0,"JOSE PEDRO ALESSANDRI & DUBLE ALMEYDA, ??ªU??ªOA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7858895.81843149,-3977782.16750808,973,-70.5976623,-33.6191879,REGION METROPOLITANA,13201,PUENTE ALTO,4 ORIENTE,ARCO IRIS,0,"4 ORIENTE & ARCO IRIS, PUENTE ALTO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7858889.54001221,-3972734.15529339,974,-70.5976059,-33.5814175,REGION METROPOLITANA,13201,PUENTE ALTO,GABRIELA PONIENTE,EJERCITO LIBERTADOR,0,"GABRIELA PONIENTE & EJERCITO LIBERTADOR, PUENTE ALTO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,1,0,1,1
-7858877.42845161,-3949481.78956712,975,-70.5974971,-33.4072245,REGION METROPOLITANA,13132,VITACURA,PDTE KENNEDY, ,5390,"PDTE KENNEDY 5390, VITACURA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,0,2,1
-7858844.04373632,-3977770.91172229,976,-70.5971972,-33.6191037,REGION METROPOLITANA,13201,PUENTE ALTO,VALLE CENTRAL,ARCO IRIS,0,"VALLE CENTRAL & ARCO IRIS, PUENTE ALTO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,0,1
-7858840.37019312,-3973049.37081976,977,-70.5971642,-33.5837765,REGION METROPOLITANA,13201,PUENTE ALTO,EUGENIA,EJERCITO LIBERTADOR,0,"EUGENIA & EJERCITO LIBERTADOR, PUENTE ALTO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7858794.92957698,-3965376.60727324,978,-70.596756,-33.526337,REGION METROPOLITANA,13110,LA FLORIDA,VICUNA MACKENNA PONIENTE,VICENTE VALDES,0,"VICUNA MACKENNA PONIENTE & VICENTE VALDES, LA FLORIDA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,1,0,0,1
-7858777.22977794,-3965399.01455617,979,-70.596597,-33.5265048,REGION METROPOLITANA,13110,LA FLORIDA,VICUNA MACKENNA ORIENTE,VICENTE VALDES,0,"VICUNA MACKENNA ORIENTE & VICENTE VALDES, LA FLORIDA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7858759.0067773,-3955863.46080295,980,-70.5964333,-33.4550671,REGION METROPOLITANA,13120,NUNOA,IRARRAZAVAL,HOLANDA,0,"IRARRAZAVAL & HOLANDA, ??ªU??ªOA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7858695.24297298,-3955884.68884614,981,-70.5958605,-33.4552262,REGION METROPOLITANA,13120,NUNOA,IRARRAZAVAL,JUAN ENRIQUE CONCHA,0,"IRARRAZAVAL & JUAN ENRIQUE CONCHA, ??ªU??ªOA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7858582.06444669,-3965975.90355592,982,-70.5948438,-33.5308248,REGION METROPOLITANA,13110,LA FLORIDA,NUEVA,VICUNA MACKENNA ORIENTE,0,"NUEVA & VICUNA MACKENNA ORIENTE, LA FLORIDA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7858563.01768181,-3962563.54329452,983,-70.5946727,-33.5052684,REGION METROPOLITANA,13118,MACUL,LAS CODORNICES,JUAN XXIII,0,"LAS CODORNICES & JUAN XXIII, MACUL",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7858560.26809039,-3978104.29885615,984,-70.594648,-33.6215976,REGION METROPOLITANA,13201,PUENTE ALTO,VOLCAN SAN JOSE,NOCEDAL,0,"VOLCAN SAN JOSE & NOCEDAL, PUENTE ALTO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7858535.24346886,-3954772.70401481,985,-70.5944232,-33.4468917,REGION METROPOLITANA,13120,NUNOA,REGINA PACIS,JAIME GUZMAN ERRAZURIZ,0,"REGINA PACIS & JAIME GUZMAN ERRAZURIZ, ??ªU??ªOA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7858505.02022711,-3958786.97310853,986,-70.5941517,-33.4769755,REGION METROPOLITANA,13118,MACUL,LOS ESPINOS, ,3623,"LOS ESPINOS 3623, MACUL",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7858501.53592705,-3968589.42491956,987,-70.5941204,-33.5503933,REGION METROPOLITANA,13101,SANTIAGO,JOSE MIGUEL CARRERA, ,642,"JOSE MIGUEL CARRERA 642, SANTIAGO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7858501.15744078,-3955884.79558687,988,-70.594117,-33.455227,REGION METROPOLITANA,13120,NUNOA,IRARRAZAVAL,JORGE WASHINGTON,0,"IRARRAZAVAL & JORGE WASHINGTON, ??ªU??ªOA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,0,1
-7858479.79523049,-3978597.19851149,989,-70.5939251,-33.6252846,REGION METROPOLITANA,13201,PUENTE ALTO,DEL TRANQUE,NOCEDAL,0,"DEL TRANQUE & NOCEDAL, PUENTE ALTO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7858475.83225662,-3977771.07213722,990,-70.5938895,-33.6191049,REGION METROPOLITANA,13201,PUENTE ALTO,ACONCAGUA,SGTO MENADIER,0,"ACONCAGUA & SGTO MENADIER, PUENTE ALTO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,0,1
-7858431.64955073,-3946911.67217399,991,-70.5934926,-33.3879492,REGION METROPOLITANA,13132,VITACURA,COST MONS ESCRIVA DE BALAGUER, ,5021,"COST MONS ESCRIVA DE BALAGUER 5021, VITACURA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7858392.96602768,-3977754.8167698,992,-70.5931451,-33.6189833,REGION METROPOLITANA,13201,PUENTE ALTO,SGTO MENADIER,OSCAR BONILLA,0,"SGTO MENADIER & OSCAR BONILLA, PUENTE ALTO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,1,1,0,1
-7858354.64985895,-3966612.30431505,993,-70.5928009,-33.5355902,REGION METROPOLITANA,13110,LA FLORIDA,ROJAS MAGALLANES,VICUNA MACKENNA PONIENTE,0,"ROJAS MAGALLANES & VICUNA MACKENNA PONIENTE, LA FLORIDA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,2,0,0,1,3,3
-7858345.88901502,-3979415.01463497,994,-70.5927222,-33.6314017,REGION METROPOLITANA,13201,PUENTE ALTO,NOCEDAL,CAMINO INTERNACIONAL,0,"NOCEDAL & CAMINO INTERNACIONAL, PUENTE ALTO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7858336.86100431,-3961765.2762745,995,-70.5926411,-33.4992888,REGION METROPOLITANA,13118,MACUL,DR AMADOR NEGHME RODRIGUEZ,EL LIBANO,0,"DR AMADOR NEGHME RODRIGUEZ & EL LIBANO, MACUL",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7858330.19296682,-3951789.34479008,996,-70.5925812,-33.424527,REGION METROPOLITANA,13114,LAS CONDES,MARTIN DE ZAMORA,MARIANO SANCHEZ FONTECILLA,0,"MARTIN DE ZAMORA & MARIANO SANCHEZ FONTECILLA, LAS CONDES",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,2,0,1
-7858316.87915572,-3972642.43841355,997,-70.5924616,-33.5807311,REGION METROPOLITANA,13201,PUENTE ALTO,JUAN DE DIOS MALEBRAN,GABRIELA PONIENTE,0,"JUAN DE DIOS MALEBRAN & GABRIELA PONIENTE, PUENTE ALTO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7858198.70238429,-3954987.8212814,998,-70.5914,-33.4485041,REGION METROPOLITANA,13120,NUNOA,BROWN NORTE,PDTE BATTLE Y ORDONEZ,0,"BROWN NORTE & PDTE BATTLE Y ORDONEZ, ??ªU??ªOA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,2,1,1
-7858181.87087728,-3973464.3219716,999,-70.5912488,-33.5868818,REGION METROPOLITANA,13201,PUENTE ALTO,JUAN DE DIOS MALEBRAN,LUIS MATTE LARRAIN,0,"JUAN DE DIOS MALEBRAN & LUIS MATTE LARRAIN, PUENTE ALTO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,2,1,1
-7858165.47351629,-3952024.32044854,1000,-70.5911015,-33.4262887,REGION METROPOLITANA,13123,PROVIDENCIA,TOBALABA,ELIODORO YANEZ,0,"TOBALABA & ELIODORO YANEZ, PROVIDENCIA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7858135.1055592,-3977140.40476157,1001,-70.5908287,-33.614387,REGION METROPOLITANA,13201,PUENTE ALTO,EYZAGUIRRE,EJERCITO LIBERTADOR,0,"EYZAGUIRRE & EJERCITO LIBERTADOR, PUENTE ALTO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,1,0,0,0,1,1
-7858113.04203613,-3963201.79876017,1002,-70.5906305,-33.5100491,REGION METROPOLITANA,13118,MACUL,AMERICO VESPUCIO,DEPARTAMENTAL,0,"AMERICO VESPUCIO & DEPARTAMENTAL, MACUL",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7858105.70608168,-3980817.47365905,1003,-70.5905646,-33.6418908,REGION METROPOLITANA,13202,PIRQUE,VIRGINIA SUBERCASEAUX, ,1750,"VIRGINIA SUBERCASEAUX 1750, PIRQUE",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7858100.99726722,-3977573.00151353,1004,-70.5905223,-33.6176232,REGION METROPOLITANA,13201,PUENTE ALTO,EJERCITO LIBERTADOR,COYHAIQUE,0,"EJERCITO LIBERTADOR & COYHAIQUE, PUENTE ALTO",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,1,0,1,1
-7858036.76592103,-3957208.88338505,1005,-70.5899453,-33.4651502,REGION METROPOLITANA,13120,NUNOA,GRECIA,LOS JARDINES,0,"GRECIA & LOS JARDINES, ??ªU??ªOA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7858036.46535841,-3963240.32992144,1006,-70.5899426,-33.5103377,REGION METROPOLITANA,13122,PENALOLEN,DEPARTAMENTAL,AMERICO VESPUCIO,0,"DEPARTAMENTAL & AMERICO VESPUCIO, PE??ªALOLEN",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7857987.90779653,-3967654.10667092,1007,-70.5895064,-33.5433907,REGION METROPOLITANA,13110,LA FLORIDA,STA AMALIA,VICUNA MACKENNA PONIENTE,0,"STA AMALIA & VICUNA MACKENNA PONIENTE, LA FLORIDA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7857970.79799079,-3946990.17276511,1008,-70.5893527,-33.388538,REGION METROPOLITANA,13132,VITACURA,FRANCISCO DE AGUIRRE,LUIS CARRERA,0,"FRANCISCO DE AGUIRRE & LUIS CARRERA, VITACURA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,1,1
-7857939.35023464,-3953932.4855314,1009,-70.5890702,-33.4405936,REGION METROPOLITANA,13123,PROVIDENCIA,REY CRISTIAN, ,27,"REY CRISTIAN 27, PROVIDENCIA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7857937.55799084,-3967806.0877236,1010,-70.5890541,-33.5445286,REGION METROPOLITANA,13110,LA FLORIDA,VICUNA MACKENNA PONIENTE,SAN GUILLERMO,0,"VICUNA MACKENNA PONIENTE & SAN GUILLERMO, LA FLORIDA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,1,0,0,0,1
-7857934.97537865,-3955879.72540326,1011,-70.5890309,-33.455189,REGION METROPOLITANA,13120,NUNOA,IRARRAZAVAL, ,3850,"IRARRAZAVAL 3850, ??ªU??ªOA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,0,2,1
-7857915.48333582,-3958920.52669816,1012,-70.5888558,-33.4779762,REGION METROPOLITANA,13118,MACUL,RODRIGO DE ARAYA,COSAPILLA,0,"RODRIGO DE ARAYA & COSAPILLA, MACUL",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7857907.91361044,-3966630.6006545,1013,-70.5887878,-33.5357272,REGION METROPOLITANA,13110,LA FLORIDA,ROJAS MAGALLANES,PARAGUAY,0,"ROJAS MAGALLANES & PARAGUAY, LA FLORIDA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
-7857881.2080646,-3955173.39048656,1014,-70.5885479,-33.449895,REGION METROPOLITANA,13120,NUNOA,PEDRO TORRES,PDTE BATTLE Y ORDONEZ,0,"PEDRO TORRES & PDTE BATTLE Y ORDONEZ, ??ªU??ªOA",2021,1,13,ATROPELLO,ATROPELLO,1,URBANA,0,0,0,1,1,1
