FID,Año,Claseaccid,Cód_Regi,Región,Comuna,Cód_Zona,Zona,Calle_Uno,Calle_Dos,Intersecci,Número,Ruta,Ubicaci_1,Siniestros,Fallecidos,Graves,Menos_grav,Leves,Ilesos
292,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,AMERICO VESPUCIO,EL BLANCO,AMERICO VESPUCIO - EL BLANCO,0, , ,1,0,0,0,1,1
293,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,COLOMBIA,ENRIQUE OLIVARES,COLOMBIA - ENRIQUE OLIVARES,0, , ,1,0,0,0,1,1
294,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,DEPARTAMENTAL, ,- DEPARTAMENTAL,797, , ,1,0,0,0,1,1
295,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,DEPARTAMENTAL,EXEQUIEL FERNANDEZ,DEPARTAMENTAL - EXEQUIEL FERNANDEZ,0, , ,1,0,0,1,0,1
296,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,DEPARTAMENTAL,LOS CEREZOS,DEPARTAMENTAL - LOS CEREZOS,0, , ,1,0,1,0,0,1
297,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,DEPARTAMENTAL,LOS PALTOS,DEPARTAMENTAL - LOS PALTOS,0, , ,1,0,1,0,0,1
298,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,DEPARTAMENTAL,VICUÑA MACKENNA ORIENTE,DEPARTAMENTAL - VICUÑA MACKENNA ORIENTE,0, , ,1,0,1,0,0,1
299,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,DIEGO PORTALES,DELIA PONIENTE,DELIA PONIENTE - DIEGO PORTALES,0, , ,1,0,1,0,0,1
300,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,DR SOTERO DEL RIO,CATAPILCO,CATAPILCO - DR SOTERO DEL RIO,0, , ,1,0,0,0,1,1
301,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,EL HUALLE SUR,ROJAS MAGALLANES,EL HUALLE SUR - ROJAS MAGALLANES,0, , ,1,0,0,0,1,0
302,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,ENRIQUE OLIVARES,ALAMEDA ORIENTE,ALAMEDA ORIENTE - ENRIQUE OLIVARES,0, , ,1,0,0,0,1,1
303,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,GERONIMO DE ALDERETE,VICUÑA MACKENNA PONIENTE,GERONIMO DE ALDERETE - VICUÑA MACKENNA PONIENTE,0, , ,1,0,1,0,0,1
304,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,GRUM PEREZ, ,- GRUM PEREZ,8168, , ,1,0,1,0,0,1
305,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,LA FLORIDA, ,- LA FLORIDA,8481, , ,1,1,0,0,0,0
306,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,LA FLORIDA,ROJAS MAGALLANES,LA FLORIDA - ROJAS MAGALLANES,0, , ,1,0,0,0,1,1
307,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,LA FLORIDA,SAN JORGE,LA FLORIDA - SAN JORGE,0, , ,1,0,0,0,1,2
308,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,MANUEL RODRIGUEZ,TRINIDAD ORIENTE,MANUEL RODRIGUEZ - TRINIDAD ORIENTE,0, , ,1,0,0,0,2,1
309,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,MEXICO,STA AMALIA,MEXICO - STA AMALIA,0, , ,1,0,0,0,1,0
310,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,PUNTA ARENAS,STA JULIA,PUNTA ARENAS - STA JULIA,0, , ,1,0,1,0,0,1
311,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,RUPANCO,AGUADA DE DOLORES,AGUADA DE DOLORES - RUPANCO,0, , ,1,0,0,0,1,1
312,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,SAN JORGE,STA CECILIA,SAN JORGE - STA CECILIA,0, , ,1,0,0,0,1,1
313,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,SAN JOSE DE LA ESTRELLA,AVDA 1,AVDA 1 - SAN JOSE DE LA ESTRELLA,0, , ,1,0,1,0,0,1
314,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,SAN JOSE DE LA ESTRELLA,COLOMBIA,COLOMBIA - SAN JOSE DE LA ESTRELLA,0, , ,1,0,1,0,0,1
315,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,SAN MIGUEL,BAHIA CATALINA,BAHIA CATALINA - SAN MIGUEL,0, , ,1,0,0,0,1,1
316,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,SERAFIN ZAMORA, ,- SERAFIN ZAMORA,190, , ,1,0,0,0,1,1
317,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,SERAFIN ZAMORA,VICUÑA MACKENNA ORIENTE,SERAFIN ZAMORA - VICUÑA MACKENNA ORIENTE,0, , ,1,0,0,0,1,0
318,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,STA AMALIA,VENUS,STA AMALIA - VENUS,0, , ,1,0,1,0,0,1
319,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,STA JULIA,HONDURAS,HONDURAS - STA JULIA,0, , ,1,0,0,0,1,0
320,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,STA RAQUEL, ,- STA RAQUEL,8574, , ,1,0,1,0,1,2
321,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,STA RAQUEL, ,- STA RAQUEL,9005, , ,1,0,1,0,0,1
322,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,STA VICTORIA,ROJAS MAGALLANES,ROJAS MAGALLANES - STA VICTORIA,0, , ,1,0,0,1,1,0
323,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,TEGUALDA,MILLAHUE,MILLAHUE - TEGUALDA,0, , ,1,0,0,0,0,2
324,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,VICUÑA MACKENNA,ENRIQUE OLIVARES,ENRIQUE OLIVARES - VICUÑA MACKENNA,0, , ,1,0,1,0,0,1
325,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,VICUÑA MACKENNA,JOSE MIGUEL CARRERA,JOSE MIGUEL CARRERA - VICUÑA MACKENNA,0, , ,1,1,0,0,0,1
326,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,VICUÑA MACKENNA,MARIA ELENA,MARIA ELENA - VICUÑA MACKENNA,0, , ,1,0,0,0,1,1
327,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,VICUÑA MACKENNA,PERPETUA FREIRE,PERPETUA FREIRE - VICUÑA MACKENNA,0, , ,1,0,1,0,0,1
328,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,VICUÑA MACKENNA,SAN JOSE DE LA ESTRELLA,SAN JOSE DE LA ESTRELLA - VICUÑA MACKENNA,0, , ,1,0,1,0,0,1
329,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,VICUÑA MACKENNA,STA AMALIA,STA AMALIA - VICUÑA MACKENNA,0, , ,1,1,0,0,0,1
330,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,VICUÑA MACKENNA,TRINIDAD,TRINIDAD - VICUÑA MACKENNA,0, , ,2,1,1,0,0,1
331,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,VICUÑA MACKENNA ORIENTE,AMERICO VESPUCIO,AMERICO VESPUCIO - VICUÑA MACKENNA ORIENTE,0, , ,1,0,0,0,1,1
332,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,VICUÑA MACKENNA ORIENTE,DEPARTAMENTAL,DEPARTAMENTAL - VICUÑA MACKENNA ORIENTE,0, , ,1,0,0,0,1,1
333,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,VICUÑA MACKENNA ORIENTE,PERPETUA FREIRE,PERPETUA FREIRE - VICUÑA MACKENNA ORIENTE,0, , ,1,0,1,0,1,0
334,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,VICUÑA MACKENNA PONIENTE, ,- VICUÑA MACKENNA PONIENTE,7196, , ,1,0,0,1,0,1
335,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,VICUÑA MACKENNA PONIENTE, ,- VICUÑA MACKENNA PONIENTE,7815, , ,1,0,0,0,2,0
336,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,VICUÑA MACKENNA PONIENTE, ,- VICUÑA MACKENNA PONIENTE,8153, , ,1,0,0,1,0,1
337,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,VICUÑA MACKENNA PONIENTE,SALVADOR SANFUENTES,SALVADOR SANFUENTES - VICUÑA MACKENNA PONIENTE,0, , ,1,0,1,0,1,0
338,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,WALKER MARTINEZ, ,- WALKER MARTINEZ,376, , ,1,0,0,1,0,1
339,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,WALKER MARTINEZ,BALTAZAR,BALTAZAR - WALKER MARTINEZ,0, , ,1,0,0,0,1,1
340,2022,1,13,REGION METROPOLITANA,LA FLORIDA,1,URBANA,WALKER MARTINEZ,VECINAL,VECINAL - WALKER MARTINEZ,0, , ,1,0,0,0,1,1
341,2022,1,13,REGION METROPOLITANA,LA GRANJA,1,URBANA,AMERICO VESPUCIO,STA ROSA,AMERICO VESPUCIO - STA ROSA,0, , ,1,1,0,0,0,1
342,2022,1,13,REGION METROPOLITANA,LA GRANJA,1,URBANA,CANTO GENERAL,STA ROSA,CANTO GENERAL - STA ROSA,0, , ,1,0,1,0,0,1
343,2022,1,13,REGION METROPOLITANA,LA GRANJA,1,URBANA,CORONEL,ESMERALDA,CORONEL - ESMERALDA,0, , ,1,1,0,0,0,1
344,2022,1,13,REGION METROPOLITANA,LA GRANJA,1,URBANA,CORONEL,MANUEL RODRIGUEZ,CORONEL - MANUEL RODRIGUEZ,0, , ,1,0,0,1,0,1
345,2022,1,13,REGION METROPOLITANA,LA GRANJA,1,URBANA,ISLA TIERRA DEL FUEGO,MANCO CAPAC,ISLA TIERRA DEL FUEGO - MANCO CAPAC,0, , ,1,0,1,0,0,1
346,2022,1,13,REGION METROPOLITANA,LA GRANJA,1,URBANA,LA SERENA,TOME,LA SERENA - TOME,0, , ,1,0,0,0,1,1
347,2022,1,13,REGION METROPOLITANA,LA GRANJA,1,URBANA,LAS UVAS Y EL VIENTO,STA ROSA,LAS UVAS Y EL VIENTO - STA ROSA,0, , ,1,0,1,0,0,1
348,2022,1,13,REGION METROPOLITANA,LA GRANJA,1,URBANA,PADRE JUAN MEYER,ANGOL,ANGOL - PADRE JUAN MEYER,0, , ,1,0,1,0,0,1
349,2022,1,13,REGION METROPOLITANA,LA GRANJA,1,URBANA,PEDRO LIRA,LA SERENA,LA SERENA - PEDRO LIRA,0, , ,1,0,0,1,0,1
350,2022,1,13,REGION METROPOLITANA,LA GRANJA,1,URBANA,SAN GREGORIO,7 PONIENTE,7 PONIENTE - SAN GREGORIO,0, , ,1,0,1,0,0,1
351,2022,1,13,REGION METROPOLITANA,LA GRANJA,1,URBANA,STA ROSA,COMBARBALA,COMBARBALA - STA ROSA,0, , ,1,0,0,0,1,1
352,2022,1,13,REGION METROPOLITANA,LA GRANJA,1,URBANA,STA ROSA,LAS UVAS Y EL VIENTO,LAS UVAS Y EL VIENTO - STA ROSA,0, , ,1,0,0,0,1,1
353,2022,1,13,REGION METROPOLITANA,LA GRANJA,1,URBANA,STA ROSA,SAN GREGORIO,SAN GREGORIO - STA ROSA,0, , ,1,0,0,0,1,1
354,2022,1,13,REGION METROPOLITANA,LA GRANJA,1,URBANA,TOME,ALGARROBO,ALGARROBO - TOME,0, , ,1,0,1,0,0,1
355,2022,1,13,REGION METROPOLITANA,LA GRANJA,1,URBANA,TOME,PUNTA ARENAS,PUNTA ARENAS - TOME,0, , ,1,0,1,0,0,1
356,2022,1,13,REGION METROPOLITANA,LA GRANJA,1,URBANA,VICUÑA MACKENNA,LA SERENA,LA SERENA - VICUÑA MACKENNA,0, , ,1,0,1,0,0,1
357,2022,1,13,REGION METROPOLITANA,LA PINTANA,1,URBANA,ALMTE LATORRE,VENANCIA LEIVA,ALMTE LATORRE - VENANCIA LEIVA,0, , ,1,0,0,0,1,1
358,2022,1,13,REGION METROPOLITANA,LA PINTANA,1,URBANA,CHIMBA,SAN MARTIN,CHIMBA - SAN MARTIN,0, , ,1,0,0,1,0,1
359,2022,1,13,REGION METROPOLITANA,LA PINTANA,1,URBANA,EL OMBU, ,- EL OMBU,2669, , ,1,0,0,0,1,1
360,2022,1,13,REGION METROPOLITANA,LA PINTANA,1,URBANA,GABRIELA,CALETERA ACCESO SUR,CALETERA ACCESO SUR - GABRIELA,0, , ,1,0,0,0,1,1
361,2022,1,13,REGION METROPOLITANA,LA PINTANA,1,URBANA,GRAL BELGRANO, ,- GRAL BELGRANO,12389, , ,1,0,0,0,1,1
362,2022,1,13,REGION METROPOLITANA,LA PINTANA,1,URBANA,JUANITA,PRIMAVERA,JUANITA - PRIMAVERA,0, , ,1,0,2,0,2,0
363,2022,1,13,REGION METROPOLITANA,LA PINTANA,1,URBANA,LA ORQUESTA,GRAL ARRIAGADA,GRAL ARRIAGADA - LA ORQUESTA,0, , ,1,0,1,0,0,1
364,2022,1,13,REGION METROPOLITANA,LA PINTANA,1,URBANA,LA RECOBA,SAN MIGUEL,LA RECOBA - SAN MIGUEL,0, , ,1,0,0,0,1,1
365,2022,1,13,REGION METROPOLITANA,LA PINTANA,1,URBANA,LA SERENA,GRAL ARRIAGADA,GRAL ARRIAGADA - LA SERENA,0, , ,1,0,0,0,1,1
366,2022,1,13,REGION METROPOLITANA,LA PINTANA,1,URBANA,LAS PARCELAS,STO TOMAS,LAS PARCELAS - STO TOMAS,0, , ,1,0,0,0,1,1
367,2022,1,13,REGION METROPOLITANA,LA PINTANA,1,URBANA,LOS LIMONEROS,GABRIELA,GABRIELA - LOS LIMONEROS,0, , ,1,0,0,1,0,1
368,2022,1,13,REGION METROPOLITANA,LA PINTANA,1,URBANA,LOS NARANJOS,EL BELLOTO,EL BELLOTO - LOS NARANJOS,0, , ,1,0,0,0,3,1
369,2022,1,13,REGION METROPOLITANA,LA PINTANA,1,URBANA,LOS PELICANOS, ,- LOS PELICANOS,1609, , ,1,0,0,0,1,1
370,2022,1,13,REGION METROPOLITANA,LA PINTANA,1,URBANA,PAICAVI, ,- PAICAVI,1266, , ,1,1,0,0,0,1
371,2022,1,13,REGION METROPOLITANA,LA PINTANA,1,URBANA,PAICAVI,MICHIMALONGO,MICHIMALONGO - PAICAVI,0, , ,1,1,0,0,0,1
372,2022,1,13,REGION METROPOLITANA,LA PINTANA,1,URBANA,PORTO ALEGRE,FRANCISCO BILBAO,FRANCISCO BILBAO - PORTO ALEGRE,0, , ,1,0,0,0,1,1
373,2022,1,13,REGION METROPOLITANA,LA PINTANA,1,URBANA,SAN FRANCISCO,MANUEL RODRIGUEZ,MANUEL RODRIGUEZ - SAN FRANCISCO,0, , ,1,0,1,0,0,1
374,2022,1,13,REGION METROPOLITANA,LA PINTANA,1,URBANA,SAN FRANCISCO,OBSERVATORIO,OBSERVATORIO - SAN FRANCISCO,0, , ,1,0,0,0,1,1
375,2022,1,13,REGION METROPOLITANA,LA PINTANA,1,URBANA,SOFIA EASTMAN DE HUNNEUS,STO TOMAS,SOFIA EASTMAN DE HUNNEUS - STO TOMAS,0, , ,1,0,1,0,0,1
376,2022,1,13,REGION METROPOLITANA,LA PINTANA,1,URBANA,SOLD OLGUIN,BATALLON CHACABUCO,BATALLON CHACABUCO - SOLD OLGUIN,0, , ,1,0,1,0,0,1
377,2022,1,13,REGION METROPOLITANA,LA PINTANA,1,URBANA,STA ROSA, ,- STA ROSA,11610, , ,1,0,1,0,0,1
378,2022,1,13,REGION METROPOLITANA,LA PINTANA,1,URBANA,STA ROSA, ,- STA ROSA,11735, , ,1,1,1,0,1,0
379,2022,1,13,REGION METROPOLITANA,LA PINTANA,1,URBANA,STA ROSA, ,- STA ROSA,13160, , ,1,0,0,0,1,1
380,2022,1,13,REGION METROPOLITANA,LA PINTANA,1,URBANA,STA ROSA,BALDOMERO LILLO,BALDOMERO LILLO - STA ROSA,0, , ,3,0,2,0,1,3
381,2022,1,13,REGION METROPOLITANA,LA PINTANA,1,URBANA,STA ROSA,CAMINO EL MARISCAL,CAMINO EL MARISCAL - STA ROSA,0, , ,1,0,0,0,1,1
382,2022,1,13,REGION METROPOLITANA,LA PINTANA,1,URBANA,STA ROSA,EL OMBU,EL OMBU - STA ROSA,0, , ,1,0,1,0,0,1
383,2022,1,13,REGION METROPOLITANA,LA PINTANA,1,URBANA,STA ROSA,GABRIELA,GABRIELA - STA ROSA,0, , ,3,1,0,0,2,3
384,2022,1,13,REGION METROPOLITANA,LA PINTANA,1,URBANA,STA ROSA,GRAL ARRIAGADA,GRAL ARRIAGADA - STA ROSA,0, , ,1,0,0,1,1,1
385,2022,1,13,REGION METROPOLITANA,LA PINTANA,1,URBANA,STA ROSA,LOS NOGALES,LOS NOGALES - STA ROSA,0, , ,1,0,1,0,0,1
386,2022,1,13,REGION METROPOLITANA,LA PINTANA,1,URBANA,STA ROSA,MIGUEL ANGEL,MIGUEL ANGEL - STA ROSA,0, , ,1,0,0,0,1,1
387,2022,1,13,REGION METROPOLITANA,LA PINTANA,1,URBANA,STO TOMAS,LA SERENA,LA SERENA - STO TOMAS,0, , ,1,0,1,0,0,1
388,2022,1,13,REGION METROPOLITANA,LA PINTANA,1,URBANA,STO TOMAS,LAS PARCELAS,LAS PARCELAS - STO TOMAS,0, , ,1,0,0,0,1,1
389,2022,1,13,REGION METROPOLITANA,LA PINTANA,1,URBANA,TTE LUIS CRUZ MARTINEZ,LO BLANCO,LO BLANCO - TTE LUIS CRUZ MARTINEZ,0, , ,1,1,0,0,0,1
390,2022,1,13,REGION METROPOLITANA,LA PINTANA,1,URBANA,VENANCIA LEIVA,ALMTE LATORRE,ALMTE LATORRE - VENANCIA LEIVA,0, , ,1,0,2,0,0,1
391,2022,1,13,REGION METROPOLITANA,LA PINTANA,1,URBANA,VIOLETA PARRA,LAS PERDICES,LAS PERDICES - VIOLETA PARRA,0, , ,1,0,1,0,0,1
392,2022,1,13,REGION METROPOLITANA,LA REINA,1,URBANA,ECHENIQUE,TOBALABA,ECHENIQUE - TOBALABA,0, , ,1,0,1,0,0,1
393,2022,1,13,REGION METROPOLITANA,LA REINA,1,URBANA,JOSE ARRIETA, ,- JOSE ARRIETA,5860, , ,1,0,0,0,2,0
394,2022,1,13,REGION METROPOLITANA,LA REINA,1,URBANA,JOSE ARRIETA, ,- JOSE ARRIETA,7256, , ,1,0,0,0,1,1
395,2022,1,13,REGION METROPOLITANA,LA REINA,1,URBANA,JOSE ARRIETA,TOBIAS BARROS,JOSE ARRIETA - TOBIAS BARROS,0, , ,1,0,1,0,0,1
396,2022,1,13,REGION METROPOLITANA,LA REINA,1,URBANA,LARRAIN,DOMINGO VILLALOBOS,DOMINGO VILLALOBOS - LARRAIN,0, , ,1,0,1,0,0,1
397,2022,1,13,REGION METROPOLITANA,LA REINA,1,URBANA,LARRAIN,OSSA,LARRAIN - OSSA,0, , ,1,0,0,1,0,1
398,2022,1,13,REGION METROPOLITANA,LA REINA,1,URBANA,LORELEY,ECHENIQUE,ECHENIQUE - LORELEY,0, , ,1,0,0,1,0,1
399,2022,1,13,REGION METROPOLITANA,LA REINA,1,URBANA,MONS EDWARDS, ,- MONS EDWARDS,1739, , ,1,0,1,0,0,1
400,2022,1,13,REGION METROPOLITANA,LA REINA,1,URBANA,MONS EDWARDS, ,- MONS EDWARDS,2250, , ,1,0,0,0,1,1
401,2022,1,13,REGION METROPOLITANA,LAMPA,1,URBANA,ESPAÑA,FRANCIA,ESPAÑA - FRANCIA,0, , ,1,0,1,0,0,0
402,2022,1,13,REGION METROPOLITANA,LAMPA,1,URBANA,ESPAÑA,ITALIA,ESPAÑA - ITALIA,0, , ,1,0,0,1,0,0
403,2022,1,13,REGION METROPOLITANA,LAMPA,1,URBANA,FRANCIA,FIGUEROA,FIGUEROA - FRANCIA,0, , ,1,0,0,0,1,1
404,2022,1,13,REGION METROPOLITANA,LAMPA,1,URBANA,G-16,EL PELLIN,EL PELLIN - G-16,0, , ,1,0,0,0,1,0
405,2022,1,13,REGION METROPOLITANA,LAMPA,1,URBANA,ISABEL RIQUELME, ,- ISABEL RIQUELME,1000, , ,1,0,0,0,1,1
406,2022,1,13,REGION METROPOLITANA,LAMPA,1,URBANA,JOVINO NOVOA, ,- JOVINO NOVOA,710, , ,1,0,1,0,0,1
407,2022,1,13,REGION METROPOLITANA,LAMPA,1,URBANA,LA MONTAÑA, ,- LA MONTAÑA,975, , ,1,0,1,0,0,1
408,2022,1,13,REGION METROPOLITANA,LAMPA,1,URBANA,LOS HALCONES,BAQUEDANO,BAQUEDANO - LOS HALCONES,0, , ,1,0,0,0,1,2
409,2022,1,13,REGION METROPOLITANA,LAMPA,1,URBANA,PADRE HURTADO,LUIS SALAZAR,LUIS SALAZAR - PADRE HURTADO,0, , ,1,0,0,0,1,1
410,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,ALCANTARA,CRISTOBAL COLON,ALCANTARA - CRISTOBAL COLON,0, , ,1,0,0,0,1,1
411,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,ALEJANDRO FLEMING,PADRE HURTADO SUR,ALEJANDRO FLEMING - PADRE HURTADO SUR,0, , ,1,0,0,0,1,1
412,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,ALEJANDRO FLEMING,VITAL APOQUINDO,ALEJANDRO FLEMING - VITAL APOQUINDO,0, , ,1,0,0,0,1,1
413,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,ALONSO DE CORDOVA, ,- ALONSO DE CORDOVA,6180, , ,1,0,0,0,1,1
414,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,AMERICO VESPUCIO NORTE,CERRO COLORADO,AMERICO VESPUCIO NORTE - CERRO COLORADO,0, , ,1,1,0,0,1,0
415,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,ANDRES BELLO, ,- ANDRES BELLO,2800, , ,1,0,0,0,1,1
416,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,APOQUINDO,AMERICO VESPUCIO,AMERICO VESPUCIO - APOQUINDO,0, , ,1,0,0,0,1,1
417,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,APOQUINDO,GERTRUDIS ECHENIQUE,APOQUINDO - GERTRUDIS ECHENIQUE,0, , ,1,0,0,0,1,1
418,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,APOQUINDO,TALAVERAS DE LA REINA,APOQUINDO - TALAVERAS DE LA REINA,0, , ,1,0,1,0,0,1
419,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,APOQUINDO,TOMAS MORO,APOQUINDO - TOMAS MORO,0, , ,1,0,1,0,0,1
420,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,CAMINO EL ALBA, ,- CAMINO EL ALBA,8940, , ,1,0,1,0,0,1
421,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,CAMINO PIEDRA ROJA, ,- CAMINO PIEDRA ROJA,1211, , ,1,0,0,0,1,1
422,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,CERRO EL PLOMO,MANQUEHUE NORTE,CERRO EL PLOMO - MANQUEHUE NORTE,0, , ,1,0,0,0,1,1
423,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,CHARLES HAMILTON, ,- CHARLES HAMILTON,12880, , ,1,0,0,0,1,0
424,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,CHARLES HAMILTON,FERNANDEZ MIRA,CHARLES HAMILTON - FERNANDEZ MIRA,0, , ,1,0,0,0,1,1
425,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,CRISTOBAL COLON, ,- CRISTOBAL COLON,4350, , ,1,1,0,0,0,2
426,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,CRISTOBAL COLON,DOMINGO BONDI,CRISTOBAL COLON - DOMINGO BONDI,0, , ,2,0,1,0,1,2
427,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,CRISTOBAL COLON,EL BERGANTIN,CRISTOBAL COLON - EL BERGANTIN,0, , ,1,0,0,1,0,1
428,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,CUARTO CENTENARIO,LOS POZOS,CUARTO CENTENARIO - LOS POZOS,0, , ,1,0,0,0,1,0
429,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,CUARTO CENTENARIO,MANUEL CLARO VIAL,CUARTO CENTENARIO - MANUEL CLARO VIAL,0, , ,1,0,1,0,0,1
430,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,EBRO, ,- EBRO,2705, , ,1,0,1,0,0,1
431,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,EL ALAMEIN,PADRE HURTADO CENTRAL,EL ALAMEIN - PADRE HURTADO CENTRAL,0, , ,1,0,0,0,1,1
432,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,FRANCISCO BILBAO, ,- FRANCISCO BILBAO,6808, , ,1,1,0,0,0,1
433,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,FRANCISCO BILBAO, ,- FRANCISCO BILBAO,8010, , ,1,0,1,0,0,1
434,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,ISABEL LA CATOLICA,TOMAS MORO,ISABEL LA CATOLICA - TOMAS MORO,0, , ,1,1,0,0,0,1
435,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,ISIDORA GOYENECHEA, ,- ISIDORA GOYENECHEA,3476, , ,2,0,2,0,1,1
436,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,LA QUEBRADA,VITAL APOQUINDO,LA QUEBRADA - VITAL APOQUINDO,0, , ,1,0,1,0,0,1
437,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,LAS CONDES, ,- LAS CONDES,11121, , ,1,0,1,0,0,1
438,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,LAS CONDES,BELEN,BELEN - LAS CONDES,0, , ,1,0,0,0,1,1
439,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,LOS MILITARES,AMERICO VESPUCIO,AMERICO VESPUCIO - LOS MILITARES,0, , ,1,0,1,0,0,1
440,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,LUISA GUZMAN,ALHUE,ALHUE - LUISA GUZMAN,0, , ,1,0,0,0,1,1
441,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,MANQUEHUE NORTE,LOS MILITARES,LOS MILITARES - MANQUEHUE NORTE,0, , ,1,0,0,1,0,1
442,2022,1,13,REGION METROPOLITANA,LAS CONDES,1,URBANA,MANQUEHUE SUR,DEL INCA,DEL INCA - MANQUEHUE SUR,0, , ,1,0,1,0,0,1
