FID,Año,Claseaccid,Cód_Regi,Región,Comuna,Cód_Zona,Zona,Calle_Uno,Calle_Dos,Intersecci,Número,Ruta,Ubicaci_1,Siniestros,Fallecidos,Graves,Menos_grav,Leves,Ilesos
1048,2022,1,13,REGION METROPOLITANA,MELIPILLA,1,URBANA,GENERAL SAN MARTIN,PABLO NERUDA,GENERAL SAN MARTIN - PABLO NERUDA,0, , ,1,0,0,0,1,1
1049,2022,1,13,REGION METROPOLITANA,MELIPILLA,1,URBANA,LIBERTAD, ,- LIBERTAD,25, , ,1,0,0,0,1,1
1050,2022,1,13,REGION METROPOLITANA,MELIPILLA,1,URBANA,LIBERTAD,GOB CARLOS AVILES,GOB CARLOS AVILES - LIBERTAD,0, , ,1,0,0,0,1,1
1051,2022,1,13,REGION METROPOLITANA,MELIPILLA,1,URBANA,MANUEL BENITEZ,CHILE,CHILE - MANUEL BENITEZ,0, , ,1,0,0,0,1,1
1052,2022,1,13,REGION METROPOLITANA,MELIPILLA,1,URBANA,ORTUZAR, ,- ORTUZAR,583, , ,1,0,0,0,2,0
1053,2022,1,13,REGION METROPOLITANA,MELIPILLA,1,URBANA,ORTUZAR,JAIME GUZMAN,JAIME GUZMAN - ORTUZAR,0, , ,1,1,0,0,0,1
1054,2022,1,13,REGION METROPOLITANA,MELIPILLA,1,URBANA,ORTUZAR,LOS CARRERA,LOS CARRERA - ORTUZAR,0, , ,1,0,0,0,1,1
1055,2022,1,13,REGION METROPOLITANA,MELIPILLA,1,URBANA,ORTUZAR,MANUEL BENITEZ,MANUEL BENITEZ - ORTUZAR,0, , ,1,0,0,0,1,1
1056,2022,1,13,REGION METROPOLITANA,MELIPILLA,1,URBANA,ORTUZAR,MERCED,MERCED - ORTUZAR,0, , ,1,0,0,0,1,1
1057,2022,1,13,REGION METROPOLITANA,MELIPILLA,1,URBANA,ORTUZAR,RIQUELME,ORTUZAR - RIQUELME,0, , ,1,0,1,0,1,1
1058,2022,1,13,REGION METROPOLITANA,MELIPILLA,1,URBANA,PABLO NERUDA,GENERAL SAN MARTIN,GENERAL SAN MARTIN - PABLO NERUDA,0, , ,1,0,0,0,1,1
1059,2022,1,13,REGION METROPOLITANA,MELIPILLA,1,URBANA,PABLO NERUDA,UGALDE,PABLO NERUDA - UGALDE,0, , ,1,0,0,0,1,1
1060,2022,1,13,REGION METROPOLITANA,MELIPILLA,1,URBANA,PADRE DEMETRIO BRAVO,SALUSTIO HERNANDEZ,PADRE DEMETRIO BRAVO - SALUSTIO HERNANDEZ,0, , ,1,0,0,1,0,1
1061,2022,1,13,REGION METROPOLITANA,MELIPILLA,1,URBANA,PARDO,ARZA,ARZA - PARDO,0, , ,1,0,0,0,1,1
1062,2022,1,13,REGION METROPOLITANA,MELIPILLA,1,URBANA,SAN ANTONIO,IRARRAZAVAL,IRARRAZAVAL - SAN ANTONIO,0, , ,1,0,0,0,1,1
1063,2022,1,13,REGION METROPOLITANA,MELIPILLA,1,URBANA,SERRANO,LIBERTAD,LIBERTAD - SERRANO,0, , ,1,0,0,0,2,1
1064,2022,1,13,REGION METROPOLITANA,MELIPILLA,1,URBANA,VICUÑA MACKENNA,SUECIA,SUECIA - VICUÑA MACKENNA,0, , ,1,1,0,0,0,1
1065,2022,1,13,REGION METROPOLITANA,MELIPILLA,1,URBANA,YECORA,JOSE MIGUEL CARRERA,JOSE MIGUEL CARRERA - YECORA,0, , ,1,0,0,0,1,1
1066,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,ALC EDUARDO CASTILLO VELASCO,AMERICO VESPUCIO,ALC EDUARDO CASTILLO VELASCO - AMERICO VESPUCIO,0, , ,1,0,0,0,1,1
1067,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,ALC EDUARDO CASTILLO VELASCO,EXEQUIEL FERNANDEZ,ALC EDUARDO CASTILLO VELASCO - EXEQUIEL FERNANDEZ,0, , ,1,0,0,0,0,2
1068,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,ALC EDUARDO CASTILLO VELASCO,PEDRO DE VALDIVIA,ALC EDUARDO CASTILLO VELASCO - PEDRO DE VALDIVIA,0, , ,1,0,0,0,1,1
1069,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,AUGUSTO VILLANUEVA,BANCO DE CHILE,AUGUSTO VILLANUEVA - BANCO DE CHILE,0, , ,1,0,1,0,0,1
1070,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,CAP IGNACIO CARRERA PINTO,RODRIGO DE ARAYA,CAP IGNACIO CARRERA PINTO - RODRIGO DE ARAYA,0, , ,1,0,1,0,0,1
1071,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,CELERINO PEREIRA,AMAPOLAS,AMAPOLAS - CELERINO PEREIRA,0, , ,1,0,1,0,0,1
1072,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,DIAG ORIENTE,LOS ALIAGA,DIAG ORIENTE - LOS ALIAGA,0, , ,1,0,0,0,1,1
1073,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,DUBLE ALMEYDA,EXEQUIEL FERNANDEZ,DUBLE ALMEYDA - EXEQUIEL FERNANDEZ,0, , ,2,0,0,1,2,1
1074,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,EXEQUIEL FERNANDEZ, ,- EXEQUIEL FERNANDEZ,1001, , ,1,0,0,0,1,0
1075,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,GRAL GOROSTIAGA,IRARRAZAVAL,GRAL GOROSTIAGA - IRARRAZAVAL,0, , ,1,0,1,0,0,1
1076,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,GRECIA,JUAN MOYA MORALES,GRECIA - JUAN MOYA MORALES,0, , ,1,0,2,0,0,1
1077,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,GRECIA,PEDRO AGUIRRE CERDA,GRECIA - PEDRO AGUIRRE CERDA,0, , ,1,0,0,0,1,1
1078,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,GUILLERMO MANN, ,- GUILLERMO MANN,2862, , ,1,0,0,0,0,1
1079,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,HAMBURGO, ,- HAMBURGO,1984, , ,1,0,0,0,1,1
1080,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,HAMBURGO,ECHENIQUE,ECHENIQUE - HAMBURGO,0, , ,1,0,0,0,2,0
1081,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,IRARRAZAVAL,GRAL BUSTAMANTE,GRAL BUSTAMANTE - IRARRAZAVAL,0, , ,3,0,1,0,4,0
1082,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,IRARRAZAVAL,HOLANDA,HOLANDA - IRARRAZAVAL,0, , ,1,0,0,0,2,0
1083,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,IRARRAZAVAL,SALVADOR,IRARRAZAVAL - SALVADOR,0, , ,1,0,0,0,1,1
1084,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,IRARRAZAVAL,SUECIA,IRARRAZAVAL - SUECIA,0, , ,1,0,1,0,0,1
1085,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,IRARRAZAVAL,VICUÑA MACKENNA,IRARRAZAVAL - VICUÑA MACKENNA,0, , ,1,0,0,0,1,1
1086,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,JOSE PEDRO ALESSANDRI, ,- JOSE PEDRO ALESSANDRI,821, , ,1,0,0,0,1,1
1087,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,JOSE PEDRO ALESSANDRI,ALC EDUARDO CASTILLO VELASCO,ALC EDUARDO CASTILLO VELASCO - JOSE PEDRO ALESSANDRI,0, , ,1,0,0,0,1,1
1088,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,JUAN MOYA MORALES, ,- JUAN MOYA MORALES,1370, , ,1,0,0,0,1,2
1089,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,JUAN MOYA MORALES,DUBLE ALMEYDA,DUBLE ALMEYDA - JUAN MOYA MORALES,0, , ,1,0,1,0,0,2
1090,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,LOS 3 ANTONIOS,JOSE DOMINGO CANAS,JOSE DOMINGO CANAS - LOS 3 ANTONIOS,0, , ,1,0,1,0,0,1
1091,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,LOS AGUSTINOS,HAMBURGO,HAMBURGO - LOS AGUSTINOS,0, , ,1,0,0,0,1,1
1092,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,LOS ALERCES, ,- LOS ALERCES,3254, , ,1,0,0,0,0,2
1093,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,MANUEL MONTT,IRARRAZAVAL,IRARRAZAVAL - MANUEL MONTT,0, , ,1,0,0,0,1,1
1094,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,MONS EYZAGUIRRE,DUBLE ALMEYDA,DUBLE ALMEYDA - MONS EYZAGUIRRE,0, , ,1,0,0,0,1,1
1095,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,OSSA,HANNOVER,HANNOVER - OSSA,0, , ,1,0,0,1,0,1
1096,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,PDTE BATTLE Y ORDONEZ,IRARRAZAVAL,IRARRAZAVAL - PDTE BATTLE Y ORDONEZ,0, , ,1,0,0,0,2,0
1097,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,PEDRO DE VALDIVIA,HERNAN CORTES,HERNAN CORTES - PEDRO DE VALDIVIA,0, , ,1,0,1,0,0,1
1098,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,PEDRO DE VALDIVIA,LOS ALERCES,LOS ALERCES - PEDRO DE VALDIVIA,0, , ,1,0,0,0,1,1
1099,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,PEDRO DE VALDIVIA,LOS AVELLANOS,LOS AVELLANOS - PEDRO DE VALDIVIA,0, , ,1,0,1,0,0,1
1100,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,PROFE JUAN GOMEZ MILLAS,EXEQUIEL FERNANDEZ,EXEQUIEL FERNANDEZ - PROFE JUAN GOMEZ MILLAS,0, , ,1,0,1,0,0,1
1101,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,RAMON CRUZ MONTT,GRECIA,GRECIA - RAMON CRUZ MONTT,0, , ,1,0,0,0,1,2
1102,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,REP DE ISRAEL,EDUARDO CASTILLO VELASCO,EDUARDO CASTILLO VELASCO - REP DE ISRAEL,0, , ,1,0,0,0,1,1
1103,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,SIMON BOLIVAR,COVENTRY,COVENTRY - SIMON BOLIVAR,0, , ,1,0,1,0,0,1
1104,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,SIMON BOLIVAR,JORGE WASHINGTON,JORGE WASHINGTON - SIMON BOLIVAR,0, , ,1,0,0,0,0,2
1105,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,SIMON BOLIVAR,MARCHANT PEREIRA,MARCHANT PEREIRA - SIMON BOLIVAR,0, , ,1,0,0,0,1,1
1106,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,SUCRE,JULIO PRADO,JULIO PRADO - SUCRE,0, , ,1,0,0,0,1,0
1107,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,SUCRE,SALVADOR,SALVADOR - SUCRE,0, , ,1,0,0,0,1,1
1108,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,VICUÑA MACKENNA,GUILLERMO MANN,GUILLERMO MANN - VICUÑA MACKENNA,0, , ,1,1,0,0,0,0
1109,2022,1,13,REGION METROPOLITANA,ÑUÑOA,1,URBANA,VICUÑA MACKENNA,IRARRAZAVAL,IRARRAZAVAL - VICUÑA MACKENNA,0, , ,1,0,0,2,0,0
1110,2022,1,13,REGION METROPOLITANA,PADRE HURTADO,1,URBANA,CAMINO A MELIPILLA, ,- CAMINO A MELIPILLA,1846, , ,1,0,0,0,1,1
1111,2022,1,13,REGION METROPOLITANA,PADRE HURTADO,1,URBANA,CAMINO A MELIPILLA, ,- CAMINO A MELIPILLA,1891, , ,1,0,0,0,1,1
1112,2022,1,13,REGION METROPOLITANA,PADRE HURTADO,2,RURAL,LOS AROMOS, ,- LOS AROMOS,4, , ,1,0,0,0,1,1
1113,2022,1,13,REGION METROPOLITANA,PADRE HURTADO,1,URBANA,LOS AROMOS,LAS VIOLETAS,LAS VIOLETAS - LOS AROMOS,0, , ,1,1,0,0,0,1
1114,2022,1,13,REGION METROPOLITANA,PADRE HURTADO,1,URBANA,PRIMERA TRANSVERSAL,IGNACIO CARRERA PINTO,IGNACIO CARRERA PINTO - PRIMERA TRANSVERSAL,0, , ,1,0,0,0,1,1
1115,2022,1,13,REGION METROPOLITANA,PADRE HURTADO,1,URBANA,PRIMERA TRANSVERSAL,QUITO,PRIMERA TRANSVERSAL - QUITO,0, , ,1,0,0,0,1,1
1116,2022,1,13,REGION METROPOLITANA,PADRE HURTADO,1,URBANA,PRIMERA TRANSVERSAL,RIO ACONCAGUA,PRIMERA TRANSVERSAL - RIO ACONCAGUA,0, , ,1,0,0,1,0,1
1117,2022,1,13,REGION METROPOLITANA,PADRE HURTADO,1,URBANA,RIO ACONCAGUA,PRIMERA TRANSVERSAL,PRIMERA TRANSVERSAL - RIO ACONCAGUA,0, , ,1,0,0,0,1,1
1118,2022,1,13,REGION METROPOLITANA,PADRE HURTADO,1,URBANA,RODOLFO JARAMILLO,JOSE LUIS CARO,JOSE LUIS CARO - RODOLFO JARAMILLO,0, , ,1,0,0,0,1,1
1119,2022,1,13,REGION METROPOLITANA,PADRE HURTADO,1,URBANA,TERCERA AVENIDA,SEGUNDA TRANSVERSAL,SEGUNDA TRANSVERSAL - TERCERA AVENIDA,0, , ,1,0,0,0,1,1
1120,2022,1,13,REGION METROPOLITANA,PAINE,1,URBANA,18 DE SEPTIEMBRE,DEL VILLAR,18 DE SEPTIEMBRE - DEL VILLAR,0, , ,1,0,0,1,0,1
1121,2022,1,13,REGION METROPOLITANA,PAINE,1,URBANA,18 DE SEPTIEMBRE,SAN RAFAEL,18 DE SEPTIEMBRE - SAN RAFAEL,0, , ,1,0,0,0,0,2
1122,2022,1,13,REGION METROPOLITANA,PAINE,2,RURAL,CAMINO A CHADA, ,- CAMINO A CHADA,99, , ,1,0,0,0,1,1
1123,2022,1,13,REGION METROPOLITANA,PAINE,1,URBANA,EL ROMERO,LOS ACACIOS,EL ROMERO - LOS ACACIOS,0, , ,1,1,0,0,0,1
1124,2022,1,13,REGION METROPOLITANA,PAINE,2,RURAL,EL ROMERO,UNO NORTE,EL ROMERO - UNO NORTE,0, , ,1,0,0,1,1,1
1125,2022,1,13,REGION METROPOLITANA,PAINE,1,URBANA,GENERAL BAQUEDANO,MIGUEL CAMPINO,GENERAL BAQUEDANO - MIGUEL CAMPINO,0, , ,1,0,0,0,0,2
1126,2022,1,13,REGION METROPOLITANA,PAINE,1,URBANA,GENERAL BAQUEDANO,RINCON DE PAINE,GENERAL BAQUEDANO - RINCON DE PAINE,0, , ,1,0,0,0,0,2
1127,2022,1,13,REGION METROPOLITANA,PAINE,2,RURAL,MIGUEL LETELIER, ,- MIGUEL LETELIER,73, , ,1,0,0,1,0,1
1128,2022,1,13,REGION METROPOLITANA,PAINE,1,URBANA,SANTA MARIA,EL MOLINO,EL MOLINO - SANTA MARIA,0, , ,1,0,0,1,0,1
1129,2022,1,13,REGION METROPOLITANA,PAINE,1,URBANA,SANTA MARIA,PRESIDENTE PRIETO,PRESIDENTE PRIETO - SANTA MARIA,0, , ,1,0,0,0,1,1
1130,2022,1,13,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,1,URBANA,ALC CARLOS VALDOVINOS,BASCUNAN GUERRERO,ALC CARLOS VALDOVINOS - BASCUNAN GUERRERO,0, , ,1,1,0,0,0,1
1131,2022,1,13,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,1,URBANA,ALEJANDRO PETION, ,- ALEJANDRO PETION,6189, , ,1,0,1,0,0,1
1132,2022,1,13,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,1,URBANA,ALHUE,CLUB HIPICO,ALHUE - CLUB HIPICO,0, , ,1,0,0,0,1,1
1133,2022,1,13,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,1,URBANA,BASCUNAN GUERRERO,MARILUAN,BASCUNAN GUERRERO - MARILUAN,0, , ,1,0,1,0,0,1
1134,2022,1,13,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,1,URBANA,CERRILLOS, ,- CERRILLOS,4030, , ,1,0,1,0,0,1
1135,2022,1,13,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,1,URBANA,CERRILLOS,DEPARTAMENTAL,CERRILLOS - DEPARTAMENTAL,0, , ,1,0,0,1,0,1
1136,2022,1,13,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,1,URBANA,CLOTARIO BLEST, ,- CLOTARIO BLEST,2650, , ,1,0,0,1,0,1
1137,2022,1,13,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,1,URBANA,CLOTARIO BLEST,VECINAL,CLOTARIO BLEST - VECINAL,0, , ,1,0,0,0,0,2
1138,2022,1,13,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,1,URBANA,DEPARTAMENTAL,ALC CARLOS VALDOVINOS,ALC CARLOS VALDOVINOS - DEPARTAMENTAL,0, , ,1,0,1,0,0,1
1139,2022,1,13,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,1,URBANA,DEPARTAMENTAL,ESTRELLA BLANCA,DEPARTAMENTAL - ESTRELLA BLANCA,0, , ,1,1,0,0,0,1
1140,2022,1,13,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,1,URBANA,FRATERNAL, ,- FRATERNAL,3863, , ,1,0,0,0,1,1
1141,2022,1,13,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,1,URBANA,MAIPU, ,- MAIPU,3301, , ,2,0,2,0,0,2
1142,2022,1,13,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,1,URBANA,QUEMCHI,ALHUE,ALHUE - QUEMCHI,0, , ,1,0,1,0,0,1
1143,2022,1,13,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,1,URBANA,SALESIANOS,CLUB HIPICO,CLUB HIPICO - SALESIANOS,0, , ,1,0,0,1,1,1
1144,2022,1,13,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,1,URBANA,SALESIANOS,JOSE JOAQUIN PRIETO VIAL,JOSE JOAQUIN PRIETO VIAL - SALESIANOS,0, , ,1,0,0,0,0,2
1145,2022,1,13,REGION METROPOLITANA,PEDRO AGUIRRE CERDA,1,URBANA,SALESIANOS,MANUELA ERRAZURIZ,MANUELA ERRAZURIZ - SALESIANOS,0, , ,1,0,0,2,0,1
1146,2022,1,13,REGION METROPOLITANA,PEÑAFLOR,1,URBANA,21 DE MAYO,FRANCISCO BILBAO,21 DE MAYO - FRANCISCO BILBAO,0, , ,1,0,1,0,0,1
1147,2022,1,13,REGION METROPOLITANA,PEÑAFLOR,1,URBANA,ANGUITA,IRARRAZAVAL,ANGUITA - IRARRAZAVAL,0, , ,1,0,0,0,1,2
1148,2022,1,13,REGION METROPOLITANA,PEÑAFLOR,1,URBANA,ARTURO PRAT,ALCALDE LUIS ARAYA CERECEDA,ALCALDE LUIS ARAYA CERECEDA - ARTURO PRAT,0, , ,1,0,0,0,1,1
1149,2022,1,13,REGION METROPOLITANA,PEÑAFLOR,1,URBANA,BALMACEDA, ,- BALMACEDA,308, , ,1,0,0,1,0,1
1150,2022,1,13,REGION METROPOLITANA,PEÑAFLOR,1,URBANA,BERLIN, ,- BERLIN,40, , ,1,0,0,1,0,1
1151,2022,1,13,REGION METROPOLITANA,PEÑAFLOR,1,URBANA,ESMERALDA,IRARRAZAVAL,ESMERALDA - IRARRAZAVAL,0, , ,1,0,0,0,1,1
1152,2022,1,13,REGION METROPOLITANA,PEÑAFLOR,1,URBANA,FRANCISCO BILBAO,VICUÑA MACKENNA,FRANCISCO BILBAO - VICUÑA MACKENNA,0, , ,1,0,0,0,0,2
1153,2022,1,13,REGION METROPOLITANA,PEÑAFLOR,1,URBANA,LARRAIN,FRANCISCO BILBAO,FRANCISCO BILBAO - LARRAIN,0, , ,1,0,1,0,1,1
1154,2022,1,13,REGION METROPOLITANA,PEÑAFLOR,1,URBANA,LAS PALMERAS, ,- LAS PALMERAS,5, , ,1,0,0,0,1,0
1155,2022,1,13,REGION METROPOLITANA,PEÑAFLOR,1,URBANA,LOS GUINDOS, ,- LOS GUINDOS,275, , ,1,0,0,1,1,0
1156,2022,1,13,REGION METROPOLITANA,PEÑAFLOR,1,URBANA,LOS PALTOS, ,- LOS PALTOS,1861, , ,1,0,0,0,1,1
1157,2022,1,13,REGION METROPOLITANA,PEÑAFLOR,1,URBANA,MALLOQUITO,PROGRESO,MALLOQUITO - PROGRESO,0, , ,2,0,1,0,2,2
1158,2022,1,13,REGION METROPOLITANA,PEÑAFLOR,1,URBANA,MIRAFLORES, ,- MIRAFLORES,336, , ,1,0,0,0,1,1
1159,2022,1,13,REGION METROPOLITANA,PEÑAFLOR,1,URBANA,PASAJE DOS, ,- PASAJE DOS,3105, , ,1,0,0,0,1,0
1160,2022,1,13,REGION METROPOLITANA,PEÑAFLOR,1,URBANA,PEÑAFLOR,FRESIA,FRESIA - PEÑAFLOR,0, , ,1,0,0,1,0,1
1161,2022,1,13,REGION METROPOLITANA,PEÑAFLOR,1,URBANA,ROSALES,HERNAN CORTES,HERNAN CORTES - ROSALES,0, , ,1,0,0,0,1,1
1162,2022,1,13,REGION METROPOLITANA,PEÑAFLOR,1,URBANA,ROSALES,MALLOQUITO,MALLOQUITO - ROSALES,0, , ,1,0,0,0,1,1
1163,2022,1,13,REGION METROPOLITANA,PEÑAFLOR,1,URBANA,SANTA ROSA, ,- SANTA ROSA,300, , ,1,0,0,1,0,1
1164,2022,1,13,REGION METROPOLITANA,PEÑAFLOR,1,URBANA,TORIBIO LARRAIN,VICUÑA MACKENNA,TORIBIO LARRAIN - VICUÑA MACKENNA,0, , ,1,0,0,0,1,0
1165,2022,1,13,REGION METROPOLITANA,PEÑAFLOR,1,URBANA,VICUÑA MACKENNA, ,- VICUÑA MACKENNA,291, , ,1,0,0,0,1,0
1166,2022,1,13,REGION METROPOLITANA,PEÑAFLOR,1,URBANA,VICUÑA MACKENNA, ,- VICUÑA MACKENNA,1415, , ,1,0,0,0,0,2
1167,2022,1,13,REGION METROPOLITANA,PEÑAFLOR,1,URBANA,VICUÑA MACKENNA,21 DE MAYO,21 DE MAYO - VICUÑA MACKENNA,0, , ,1,0,0,0,1,1
1168,2022,1,13,REGION METROPOLITANA,PEÑAFLOR,1,URBANA,VICUÑA MACKENNA,BASTERRICA,BASTERRICA - VICUÑA MACKENNA,0, , ,1,0,0,0,2,0
1169,2022,1,13,REGION METROPOLITANA,PEÑAFLOR,1,URBANA,VICUÑA MACKENNA,CALLE UNO,CALLE UNO - VICUÑA MACKENNA,0, , ,2,0,0,0,2,2
1170,2022,1,13,REGION METROPOLITANA,PEÑAFLOR,1,URBANA,VICUÑA MACKENNA,FRANCISCO BILBAO,FRANCISCO BILBAO - VICUÑA MACKENNA,0, , ,1,0,1,0,0,1
1171,2022,1,13,REGION METROPOLITANA,PEÑAFLOR,1,URBANA,VICUÑA MACKENNA,LOS GUINDOS,LOS GUINDOS - VICUÑA MACKENNA,0, , ,1,0,0,0,1,0
1172,2022,1,13,REGION METROPOLITANA,PEÑAFLOR,1,URBANA,VICUÑA MACKENNA,LOS VIDEÑOS,LOS VIDEÑOS - VICUÑA MACKENNA,0, , ,1,0,0,0,1,1
1173,2022,1,13,REGION METROPOLITANA,PEÑALOLEN,1,URBANA,8 DE NOVIEMBRE,COMITE NRO 1,8 DE NOVIEMBRE - COMITE NRO 1,0, , ,1,0,0,0,1,1
1174,2022,1,13,REGION METROPOLITANA,PEÑALOLEN,1,URBANA,ALTIPLANO,LLANURA,ALTIPLANO - LLANURA,0, , ,1,0,1,0,0,1
1175,2022,1,13,REGION METROPOLITANA,PEÑALOLEN,1,URBANA,ANTUPIREN,EL ACUEDUCTO,ANTUPIREN - EL ACUEDUCTO,0, , ,2,0,0,0,2,2
1176,2022,1,13,REGION METROPOLITANA,PEÑALOLEN,1,URBANA,CALLE CIENTO TREINTA Y UNO,DIP LAURA RODRIGUEZ,CALLE CIENTO TREINTA Y UNO - DIP LAURA RODRIGUEZ,0, , ,1,0,1,0,1,0
1177,2022,1,13,REGION METROPOLITANA,PEÑALOLEN,1,URBANA,CAMILO MORI,MARIANO SANCHEZ FONTECILLA,CAMILO MORI - MARIANO SANCHEZ FONTECILLA,0, , ,1,0,0,0,1,1
1178,2022,1,13,REGION METROPOLITANA,PEÑALOLEN,1,URBANA,CONSISTORIAL, ,- CONSISTORIAL,2020, , ,1,0,0,1,0,1
1179,2022,1,13,REGION METROPOLITANA,PEÑALOLEN,1,URBANA,CONSISTORIAL,GRECIA,CONSISTORIAL - GRECIA,0, , ,1,0,1,0,0,1
1180,2022,1,13,REGION METROPOLITANA,PEÑALOLEN,1,URBANA,CONSISTORIAL,MAR ROJO,CONSISTORIAL - MAR ROJO,0, , ,1,0,0,0,1,1
1181,2022,1,13,REGION METROPOLITANA,PEÑALOLEN,1,URBANA,CONSISTORIAL,QUILIN,CONSISTORIAL - QUILIN,0, , ,1,0,0,0,1,1
1182,2022,1,13,REGION METROPOLITANA,PEÑALOLEN,1,URBANA,CRNEL ALEJANDRO SEPULVEDA,CUENCAS,CRNEL ALEJANDRO SEPULVEDA - CUENCAS,0, , ,1,0,0,0,1,1
1183,2022,1,13,REGION METROPOLITANA,PEÑALOLEN,1,URBANA,DEPARTAMENTAL,LA FLORIDA,DEPARTAMENTAL - LA FLORIDA,0, , ,1,0,0,0,1,1
1184,2022,1,13,REGION METROPOLITANA,PEÑALOLEN,1,URBANA,DEPARTAMENTAL,SAN ANDRES DE PENALOLEN,DEPARTAMENTAL - SAN ANDRES DE PENALOLEN,0, , ,1,1,0,0,0,1
1185,2022,1,13,REGION METROPOLITANA,PEÑALOLEN,1,URBANA,DURAZNAL,CRNEL ALEJANDRO SEPULVEDA,CRNEL ALEJANDRO SEPULVEDA - DURAZNAL,0, , ,1,0,0,0,0,2
1186,2022,1,13,REGION METROPOLITANA,PEÑALOLEN,1,URBANA,EGANA,CALLEJON LO HERMIDA,CALLEJON LO HERMIDA - EGANA,0, , ,1,0,0,0,1,1
1187,2022,1,13,REGION METROPOLITANA,PEÑALOLEN,1,URBANA,EL VALLE,LAGO PIRIHUEICO,EL VALLE - LAGO PIRIHUEICO,0, , ,1,0,1,0,0,1
1188,2022,1,13,REGION METROPOLITANA,PEÑALOLEN,1,URBANA,EL VALLE,SAN CARLOS,EL VALLE - SAN CARLOS,0, , ,1,0,2,0,0,1
1189,2022,1,13,REGION METROPOLITANA,PEÑALOLEN,1,URBANA,GRECIA,AIMARAS,AIMARAS - GRECIA,0, , ,1,0,1,0,0,1
1190,2022,1,13,REGION METROPOLITANA,PEÑALOLEN,1,URBANA,GRECIA,ICTINOS,GRECIA - ICTINOS,0, , ,1,0,0,1,0,1
