X,Y,FID,Idaccident,Latitude,Longitude,Fecha,Hora,Cód_Regi,Región,Comuna,Tipo_Accid,Tipo__CONA,Zona,Ubicación,Causa,Causa__CON,Calle_Uno,Calle_Dos,Intersecci,Número,Calzada,Tipo_Calza,Estado_Cal,Condición,Estado_Atm,Fallecidos,Lesionados,Graves,Menos_Grav,Leves
-7859547.89461271,-3950353.07841454,862,1544501,-33.413758,-70.60352,2023/06/06 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,LAS CONDES,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,ISIDORA GOYENECHEA,VITACURA,ISIDORA GOYENECHEA - VITACURA,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,NUBLADO,0,1,1,0,0
-7892646.29617129,-3976739.9309378,863,1538395,-33.611391,-70.900848,2023/06/06 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,PEÑAFLOR,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,VICUÑA MACKENNA,BASTERRICA,BASTERRICA - VICUÑA MACKENNA,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,2,0,0,2
-7866723.10371128,-3920825.7485668,864,1536527,-33.192069,-70.667976,2023/06/06 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,COLINA,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,LO SECO, ,- LO SECO,1055,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7883644.00027033,-3971545.99436355,865,1536251,-33.572525,-70.819979,2023/06/06 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,PADRE HURTADO,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA CURVA HORIZONTAL,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,CAMINO SAN ALBERTO HURTADO,SAN FRANCISCO DE BORJA,CAMINO SAN ALBERTO HURTADO - SAN FRANCISCO DE BORJA,0,BIDIRECCIONAL CON BANDEJON,ASFALTO,REGULAR,SECO,DESPEJADO,1,1,0,0,1
-7869370.83779979,-3949798.97185482,866,1537342,-33.409603,-70.691761,2023/06/06 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,RENCA,ATROPELLO,ATROPELLO,URBANA,OTROS NO CONSIDERADOS,SEÑALIZACION DESOBEDECER SEÑAL CEDA EL PASO,DESOBEDIENCIA A SEÑALIZACION,DOMINGO SANTA MARIA,BOMB FAJARDO,BOMB FAJARDO - DOMINGO SANTA MARIA,0,BIDIRECCIONAL CON BANDEJON,ASFALTO,REGULAR,SECO,DESPEJADO,0,1,0,1,0
-7872771.87088251,-3955420.21576718,867,1536125,-33.451745,-70.722313,2023/06/06 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,LO PRADO,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,NEPTUNO,DORSAL,DORSAL - NEPTUNO,0,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7883055.23148352,-3961970.88511822,868,1538894,-33.500829,-70.81469,2023/06/07 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,MAIPU,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,PEATON CRUZA CAMINO O CARRETERA SIN ADOPTAR PRECAUCIONES,IMPRUDENCIA DEL PEATON,CAMINO A RINCONADA,LAS MERCEDES,CAMINO A RINCONADA - LAS MERCEDES,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7876716.69967775,-3961775.58188347,869,1540091,-33.499366,-70.75775,2023/06/07 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,MAIPU,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,LOS PAJARITOS, ,- LOS PAJARITOS,3050,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7856437.85067892,-3976360.18885423,870,1537047,-33.60855,-70.575582,2023/06/07 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,PUENTE ALTO,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,PEATON CRUZA CAMINO O CARRETERA SIN ADOPTAR PRECAUCIONES,IMPRUDENCIA DEL PEATON,BALMACEDA, ,- BALMACEDA,354,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7854474.17486133,-3957558.8781086,871,1539719,-33.467773,-70.557942,2023/06/07 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,PEÑALOLEN,ATROPELLO,ATROPELLO,URBANA,OTROS NO CONSIDERADOS,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,ORIENTAL,DIEGO ROJAS,DIEGO ROJAS - ORIENTAL,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,NUBLADO,0,1,0,0,1
-7870038.08682761,-3953869.17233279,872,1537157,-33.440119,-70.697755,2023/06/07 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,QUINTA NORMAL,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEÑAL CEDA EL PASO,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,STO DOMINGO,VICTORINO LAYNEZ,STO DOMINGO - VICTORINO LAYNEZ,0,BIDIRECCIONAL,ASFALTO,REGULAR,SECO,DESPEJADO,0,1,0,0,1
-7857778.58262604,-3973287.02405408,873,1538255,-33.585555,-70.587626,2023/06/07 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,PUENTE ALTO,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,SENDERO MONTANOSO, ,- SENDERO MONTANOSO,6785,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7878697.74133591,-3963114.06930349,874,1540095,-33.509392,-70.775546,2023/06/08 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,MAIPU,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,PEATON CRUZA CALZADA FUERA PASO PEATONES,IMPRUDENCIA DEL PEATON,EL OLIMPO,CAMINO A RINCONADA,CAMINO A RINCONADA - EL OLIMPO,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7856860.64210496,-3965784.03123298,875,1537126,-33.529388,-70.57938,2023/06/08 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,LA FLORIDA,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,PEATON CRUZA CALZADA FORMA SORPRESIVA O DESCUIDADA,IMPRUDENCIA DEL PEATON,MEXICO,TABUNCO,MEXICO - TABUNCO,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7868093.00136498,-3953613.84242878,876,1536765,-33.438205,-70.680282,2023/06/08 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,SANTIAGO,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL PEATON,IMPRUDENCIA DEL PEATON,STO DOMINGO, ,- STO DOMINGO,628,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7875705.3621039,-3992844.84998188,877,1542323,-33.731792,-70.748665,2023/06/08 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,BUIN,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,JOSE MANUEL BALMACEDA,BERNARDO O'HIGGINS,BERNARDO O'HIGGINS - JOSE MANUEL BALMACEDA,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7874388.5638473,-4003487.72714676,878,1538851,-33.811266,-70.736836,2023/06/08 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,PAINE,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,PEATON CRUZA CALZADA FUERA PASO PEATONES,IMPRUDENCIA DEL PEATON,BERNARDO O'HIGGINS,LOS CEDROS,BERNARDO O'HIGGINS - LOS CEDROS,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7855706.03634645,-3965982.74081563,879,1537183,-33.530876,-70.569008,2023/06/08 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,LA FLORIDA,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,PASEO LOS SAUCES, ,- PASEO LOS SAUCES,2033,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7854500.00098319,-3975324.08192311,880,1537053,-33.600798,-70.558174,2023/06/08 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,PUENTE ALTO,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEÑAL PARE,IMPRUDENCIA DEL PEATON,IMPRUDENCIA DEL PEATON,DOMINGO TOCORNAL,TOME,DOMINGO TOCORNAL - TOME,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,NUBLADO,0,2,0,2,0
-7863994.66299194,-3950131.96604821,881,1537225,-33.4121,-70.643466,2023/06/08 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,HUECHURABA,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,RECOLETA, ,- RECOLETA,1645,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,3,0,1,2
-7868059.93947621,-3953712.82545345,882,1541334,-33.438947,-70.679985,2023/06/08 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,SANTIAGO,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,MATUCANA,COMPAÑIA,COMPAÑIA - MATUCANA,0,UNIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,1,0
-7880558.55794401,-3966160.08666441,883,1540098,-33.532204,-70.792262,2023/06/08 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,MAIPU,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,CANAL BEAGLE,ALFREDO SILVA CARVALLO,ALFREDO SILVA CARVALLO - CANAL BEAGLE,0,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7878177.54535543,-3964251.22458169,884,1540099,-33.517909,-70.770873,2023/06/08 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,MAIPU,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,PORTALES,DEL REY,DEL REY - PORTALES,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7869803.20270204,-3959631.46816535,885,1537281,-33.483303,-70.695645,2023/06/09 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,CERRILLOS,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,PEDRO AGUIRRE CERDA,DEPARTAMENTAL,DEPARTAMENTAL - PEDRO AGUIRRE CERDA,0,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7857804.96534536,-3968263.2048227,886,1537704,-33.547951,-70.587863,2023/06/09 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,LA FLORIDA,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,PEATON CRUZA CALZADA FORMA SORPRESIVA O DESCUIDADA,IMPRUDENCIA DEL PEATON,TRINIDAD,LA FLORIDA,LA FLORIDA - TRINIDAD,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7854360.07238327,-3973513.79147512,887,1540190,-33.587252,-70.556917,2023/06/09 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,PUENTE ALTO,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,LAS NIEVES ORIENTE,ANGEL PIMENTEL,ANGEL PIMENTEL - LAS NIEVES ORIENTE,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7874075.86739766,-3944151.53034329,888,1537024,-33.367244,-70.734027,2023/06/09 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,QUILICURA,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEÑAL CEDA EL PASO,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,JOSE FRANCISCO VERGARA,LOS CARRERA,JOSE FRANCISCO VERGARA - LOS CARRERA,0,BIDIRECCIONAL,ASFALTO,BUENO,HUMEDO,NUBLADO,0,1,0,0,1
-7877259.0482369,-3960404.14686803,889,1540101,-33.489092,-70.762622,2023/06/09 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,MAIPU,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,PDTE JORGE ALESSANDRI RODRIGUEZ,LA SINFONIA,LA SINFONIA - PDTE JORGE ALESSANDRI RODRIGUEZ,0,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7877188.58299923,-3962034.9634537,890,1540103,-33.501309,-70.761989,2023/06/09 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,MAIPU,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEÑAL CEDA EL PASO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,HNOS CARRERA,LIBER BERNARDO O'HIGGINS,HNOS CARRERA - LIBER BERNARDO O'HIGGINS,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7878137.69297773,-3968173.31329044,891,1543849,-33.547278,-70.770515,2023/06/09 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,MAIPU,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,EL LIBANO,4 PONIENTE,4 PONIENTE - EL LIBANO,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,2,0,1,1
-7874302.06860296,-3993135.71927027,892,1537648,-33.733965,-70.736059,2023/06/09 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,BUIN,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,PEATON CRUZA CALZADA FUERA PASO PEATONES,IMPRUDENCIA DEL PEATON,SAN MARTIN, ,- SAN MARTIN,361,BIDIRECCIONAL,ASFALTO,BUENO,MOJADO,LLUVIA,1,0,0,0,0
-7864883.32648694,-3956688.98140241,893,1536969,-33.461254,-70.651449,2023/06/09 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,SANTIAGO,ATROPELLO,ATROPELLO,URBANA,CRUCE REGULADO POR CARABINERO,PEATON CRUZA CALZADA FUERA PASO PEATONES,IMPRUDENCIA DEL PEATON,LIBER BERNARDO O'HIGGINS,NATANIEL COX,LIBER BERNARDO O'HIGGINS - NATANIEL COX,0,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,1,1,0,0,1
-7861093.12046441,-3952952.59884258,894,1537713,-33.433248,-70.617401,2023/06/09 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,PROVIDENCIA,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,MANUEL MONTT,ELIODORO YAÑEZ,ELIODORO YAÑEZ - MANUEL MONTT,0,UNIDIRECCIONAL,ASFALTO,REGULAR,MOJADO,LLUVIA,0,1,0,0,1
-7857149.96146153,-3972453.35470692,895,1540249,-33.579316,-70.581979,2023/06/09 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,PUENTE ALTO,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,GABRIELA PONIENTE,CONCHA Y TORO,CONCHA Y TORO - GABRIELA PONIENTE,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7862192.40043599,-3955481.72280709,896,1539927,-33.452206,-70.627276,2023/06/10 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,ÑUÑOA,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEÑAL CEDA EL PASO,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,IRARRAZAVAL, ,- IRARRAZAVAL,318,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7890826.33381631,-3974826.91197946,897,1537981,-33.597078,-70.884499,2023/06/10 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,PEÑAFLOR,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,PEATON CRUZA CAMINO O CARRETERA SIN ADOPTAR PRECAUCIONES,IMPRUDENCIA DEL PEATON,CAUPOLICAN, ,- CAUPOLICAN,3150,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7881894.94843098,-3972378.39556636,898,1544962,-33.578755,-70.804267,2023/06/12 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,PADRE HURTADO,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,LOS SILOS, ,- LOS SILOS,1640,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7869420.70893167,-3955729.75559817,899,1553357,-33.454065,-70.692209,2023/06/12 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,ESTACION CENTRAL,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,TORO MAZOTE,LIBER BERNARDO O'HIGGINS,LIBER BERNARDO O'HIGGINS - TORO MAZOTE,0,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,0,0,0,0
-7866563.13760301,-3967717.9893741,900,1537802,-33.543869,-70.666539,2023/06/12 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,LA CISTERNA,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL PEATON,IMPRUDENCIA DEL PEATON,GRAN AVDA JOSE MIGUEL CARRERA, ,- GRAN AVDA JOSE MIGUEL CARRERA,9308,BIDIRECCIONAL CON BANDEJON,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7866204.80016214,-3951181.15372704,901,1538738,-33.419967,-70.66332,2023/06/12 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,INDEPENDENCIA,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,FERMIN VIVACETA,WALTER LIHN,FERMIN VIVACETA - WALTER LIHN,0,BIDIRECCIONAL,ASFALTO,REGULAR,SECO,DESPEJADO,0,0,0,0,0
-7862519.79105841,-3970639.37337803,902,1537723,-33.565739,-70.630217,2023/06/12 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,LA PINTANA,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,OBSERVATORIO,STA ROSA,OBSERVATORIO - STA ROSA,0,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,2,2,0,0
-7854360.07238327,-3973513.79147512,903,1540622,-33.587252,-70.556917,2023/06/12 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,PUENTE ALTO,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION EN ESTADO DE EBRIEDAD,ALCOHOL EN CONDUCTOR,LAS NIEVES ORIENTE,ANGEL PIMENTEL,ANGEL PIMENTEL - LAS NIEVES ORIENTE,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7868039.12273144,-3974375.06725312,904,1537910,-33.593697,-70.679798,2023/06/12 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,SAN BERNARDO,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,PEATON CRUZA CALZADA FORMA SORPRESIVA O DESCUIDADA,IMPRUDENCIA DEL PEATON,PADRE HURTADO,BALMACEDA,BALMACEDA - PADRE HURTADO,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7863964.8293684,-3949661.48285154,905,1538303,-33.408572,-70.643198,2023/06/12 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,RECOLETA,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,ADELANTAMIENTO SIN EL ESPACIO O TIEMPO SUFICIENTE,IMPRUDENCIA DEL CONDUCTOR,RECOLETA,MEXICO,MEXICO - RECOLETA,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7874628.23471098,-3955540.82857867,906,1537602,-33.452649,-70.738989,2023/06/12 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,PUDAHUEL,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,PEATON CRUZA CALZADA FORMA SORPRESIVA O DESCUIDADA,IMPRUDENCIA DEL PEATON,GRAL OSCAR BONILLA,TTE CRUZ,GRAL OSCAR BONILLA - TTE CRUZ,0,BIDIRECCIONAL CON BANDEJON,ASFALTO,REGULAR,SECO,DESPEJADO,1,0,0,0,0
-7848605.18866773,-3943409.79061916,907,1541281,-33.361679,-70.50522,2023/06/13 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,LO BARNECHEA,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEMAFORO FUNCIONANDO,EBRIEDAD DEL PEATON,ALCOHOL EN PEATON,LO BARNECHEA,RAUL LABBE,LO BARNECHEA - RAUL LABBE,0,BIDIRECCIONAL,CONCRETO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7927789.19149778,-3986404.51074727,908,1538958,-33.683664,-71.216542,2023/06/14 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,MELIPILLA,ATROPELLO,ATROPELLO,URBANA,CRUCE CON SEÑAL PARE,NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON,IMPRUDENCIA DEL CONDUCTOR,SILVA CHAVEZ,UGALDE,SILVA CHAVEZ - UGALDE,0,UNIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,3,0,1,2
-7858151.72555918,-3977023.1750863,909,1538490,-33.61351,-70.590978,2023/06/14 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,PUENTE ALTO,ATROPELLO,ATROPELLO,URBANA,OTROS NO CONSIDERADOS,PEATON CRUZA CALZADA FORMA SORPRESIVA O DESCUIDADA,IMPRUDENCIA DEL PEATON,RAFAEL ALBERTI,EJERCITO LIBERTADOR,EJERCITO LIBERTADOR - RAFAEL ALBERTI,0,BIDIRECCIONAL,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,1,0
-7879025.13195833,-3967479.58257837,910,1540156,-33.542084,-70.778487,2023/06/14 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,MAIPU,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION EN ESTADO DE EBRIEDAD,ALCOHOL EN CONDUCTOR,CAMINO A MELIPILLA,EGIPTO,CAMINO A MELIPILLA - EGIPTO,0,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,1,0,0,1
-7878330.05305782,-3966936.94165893,911,1540160,-33.538021,-70.772243,2023/06/14 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,MAIPU,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO,IMPRUDENCIA DEL CONDUCTOR,CAMINO A MELIPILLA, ,- CAMINO A MELIPILLA,15900,BIDIRECCIONAL CON BANDEJON,ASFALTO,BUENO,SECO,DESPEJADO,0,1,1,0,0
-7871520.41716701,-3957477.07647522,912,1538954,-33.46716,-70.711071,2023/06/15 00:00:00+00,1899/12/30 00:00:00+00,13,REGION METROPOLITANA,ESTACION CENTRAL,ATROPELLO,ATROPELLO,URBANA,TRAMO DE VIA RECTA,IMPRUDENCIA DEL PEATON,IMPRUDENCIA DEL PEATON,5 DE ABRIL,AEROPUERTO,5 DE ABRIL - AEROPUERTO,0,BIDIRECCIONAL,ASFALTO,REGULAR,SECO,DESPEJADO,0,2,2,0,0
