X,Y,FID,Región,Comuna,Tipo__CONA,Calle_Uno,Calle_Dos,Número,Latitude,Longitude,Cant__Sini,Fallecidos,Lesionados,Graves,Menos_grav,Leves
-7864944.66352636,-3962416.50389964,1110,REGION METROPOLITANA,SAN MIGUEL,COLISION,DEPARTAMENTAL,CHILOE,-,-33.504167,-70.652,1,0,0,0,0,0
-7864397.52822912,-3962560.81971746,1111,REGION METROPOLITANA,SAN MIGUEL,COLISION,DEPARTAMENTAL,FRANKFORT,-,-33.505248,-70.647085,1,0,0,0,0,0
-7865876.07370583,-3962124.54022239,1112,REGION METROPOLITANA,SAN MIGUEL,COLISION,DEPARTAMENTAL,TERCERA TRANSVERSAL,-,-33.50198,-70.660367,1,0,0,0,0,0
-7864878.87370731,-3962632.37753518,1113,REGION METROPOLITANA,SAN MIGUEL,COLISION,DEPARTAMENTAL INT,SAN FRANCISCO,-,-33.505784,-70.651409,1,0,0,0,0,0
-7864766.99761906,-3959877.58788874,1114,REGION METROPOLITANA,SAN MIGUEL,COLISION,EUCLIDES,LLANO SUBERCASEAUX,-,-33.485147,-70.650404,1,0,1,1,0,0
-7864271.06928757,-3962103.84806065,1115,REGION METROPOLITANA,SAN MIGUEL,COLISION,FRANKFORT,-,5030,-33.501825,-70.645949,1,0,0,0,0,0
-7864884.88495981,-3960684.98813157,1116,REGION METROPOLITANA,SAN MIGUEL,COLISION,GRAN AVDA JOSE MIGUEL CARRERA,BRIGADIER DE LA CRUZ,-,-33.491196,-70.651463,1,0,1,0,0,1
-7865323.70639252,-3962523.03843649,1117,REGION METROPOLITANA,SAN MIGUEL,COLISION,GRAN AVDA JOSE MIGUEL CARRERA,MIGUEL LEON PRADO,-,-33.504965,-70.655405,1,0,0,0,0,0
-7866989.71389173,-3963179.48908042,1118,REGION METROPOLITANA,SAN MIGUEL,COLISION,JOSE JOAQUIN PRIETO VIAL,DEPARTAMENTAL,-,-33.509882,-70.670371,1,0,1,1,0,0
-7865947.20686045,-3960513.73288007,1119,REGION METROPOLITANA,SAN MIGUEL,COLISION,JOSE JOAQUIN PRIETO VIAL,SALESIANOS,-,-33.489913,-70.661006,1,0,1,1,0,0
-7866837.76278679,-3962784.57287491,1120,REGION METROPOLITANA,SAN MIGUEL,COLISION,JOSE JOAQUIN PRIETO VIAL,SEPTIMA AVENIDA,-,-33.506924,-70.669006,1,0,1,1,0,0
-7864588.88643379,-3959014.18984809,1121,REGION METROPOLITANA,SAN MIGUEL,COLISION,LLANO SUBERCASEAUX,EUCLIDES,-,-33.478678,-70.648804,1,0,0,0,0,0
-7867036.46807786,-3963301.11744622,1122,REGION METROPOLITANA,SAN MIGUEL,COLISION,LO OVALLE,JOSE JOAQUIN PRIETO VIAL,-,-33.510793,-70.670791,1,0,0,0,0,0
-7864124.12755973,-3964174.04882635,1123,REGION METROPOLITANA,SAN MIGUEL,COLISION,LO OVALLE,SAN FRANCISCO,-,-33.517331,-70.644629,1,0,0,0,0,0
-7866209.14162229,-3961195.43193053,1124,REGION METROPOLITANA,SAN MIGUEL,COLISION,PDTE JORGE ALESSANDRI RODRIGUEZ,JOSE JOAQUIN PRIETO VIAL,-,-33.49502,-70.663359,1,0,0,0,0,0
-7864669.48174512,-3961921.89213059,1125,REGION METROPOLITANA,SAN MIGUEL,COLISION,SAN NICOLAS,-,950,-33.500462,-70.649528,1,0,1,0,0,1
-7864164.4252154,-3963250.78370814,1126,REGION METROPOLITANA,SAN MIGUEL,COLISION,STA CLARA,-,5860,-33.510416,-70.644991,2,0,0,0,0,0
-7863751.31858506,-3960086.20648616,1127,REGION METROPOLITANA,SAN MIGUEL,COLISION,STA ROSA,-,3453,-33.48671,-70.64128,1,0,1,0,0,1
-7865970.8065925,-3962383.79612488,1128,REGION METROPOLITANA,SAN MIGUEL,COLISION,TERCERA TRANSVERSAL,SEGUNDA AVENIDA,-,-33.503922,-70.661218,1,0,0,0,0,0
-7866151.25548707,-3962889.3752174,1129,REGION METROPOLITANA,SAN MIGUEL,COLISION,TERCERA TRANSVERSAL,SEXTA AVENIDA,-,-33.507709,-70.662839,1,0,0,0,0,0
-7863242.36587315,-3968651.76334823,1130,REGION METROPOLITANA,SAN RAMON,ATROPELLO,PEDRO AGUIRRE CERDA,-,9711,-33.55086,-70.636708,1,0,1,0,0,1
-7862999.13278577,-3966899.14605973,1131,REGION METROPOLITANA,SAN RAMON,ATROPELLO,STA ROSA,DOÑIHUE,-,-33.537738,-70.634523,1,0,0,0,0,0
-7864974.16319142,-3968075.94271778,1132,REGION METROPOLITANA,SAN RAMON,COLISION,ALPATACAL,SAN FRANCISCO,-,-33.546549,-70.652265,1,0,1,0,0,1
-7864202.71912023,-3965732.35127686,1133,REGION METROPOLITANA,SAN RAMON,COLISION,CARLOS DAVILA,EL PARRON,-,-33.529001,-70.645335,1,0,1,0,0,1
-7863639.44249681,-3967252.13239326,1134,REGION METROPOLITANA,SAN RAMON,COLISION,JUAN ANTONIO RIOS,TIL TIL,-,-33.540381,-70.640275,1,0,1,0,0,1
-7864665.36292396,-3968773.85009609,1135,REGION METROPOLITANA,SAN RAMON,COLISION,LA BANDERA,JUAN WILLIAMS,-,-33.551774,-70.649491,1,0,0,0,0,0
-7863231.01128509,-3968377.94109424,1136,REGION METROPOLITANA,SAN RAMON,COLISION,PEDRO AGUIRRE CERDA,ALPATACAL,-,-33.54881,-70.636606,1,0,1,0,0,1
-7863240.5847613,-3968145.3976376,1137,REGION METROPOLITANA,SAN RAMON,COLISION,PEDRO AGUIRRE CERDA,VICUÑA MACKENNA,-,-33.547069,-70.636692,1,0,0,0,0,0
-7864995.75917264,-3968318.90319623,1138,REGION METROPOLITANA,SAN RAMON,COLISION,SAN FRANCISCO,-,9598,-33.548368,-70.652459,1,0,1,0,0,1
-7864317.04423727,-3964974.40515824,1139,REGION METROPOLITANA,SAN RAMON,COLISION,SAN FRANCISCO,STA ANA,-,-33.523325,-70.646362,1,0,0,0,0,0
-7862952.93519709,-3967486.39413277,1140,REGION METROPOLITANA,SAN RAMON,COLISION,STA ROSA,AMERICO VESPUCIO,-,-33.542135,-70.634108,1,0,0,0,0,0
-7862999.57806373,-3966890.19800312,1141,REGION METROPOLITANA,SAN RAMON,COLISION,STA ROSA,ARGENTINA,-,-33.537671,-70.634527,1,0,1,1,0,0
-7863126.25964426,-3965506.13734343,1142,REGION METROPOLITANA,SAN RAMON,COLISION,STA ROSA,LOS TILOS,-,-33.527307,-70.635665,1,0,1,0,0,1
-7863008.483623,-3966598.52186605,1143,REGION METROPOLITANA,SAN RAMON,COLISION,STA ROSA,PARAGUAY,-,-33.535487,-70.634607,1,0,0,0,0,0
-7865213.05481867,-3953989.76897943,1144,REGION METROPOLITANA,SANTIAGO,ATROPELLO,AGUSTINAS,-,1269,-33.441023,-70.654411,1,0,0,0,0,0
-7868756.68816909,-3944956.23497891,1145,REGION METROPOLITANA,SANTIAGO,ATROPELLO,CARD JOSE MARIA CARO,RECOLETA,-,-33.373281,-70.686244,1,0,1,0,0,1
-7861569.34524602,-3959769.20914364,1146,REGION METROPOLITANA,SANTIAGO,ATROPELLO,LIBER BERNARDO O'HIGGINS,EXPOSICION,-,-33.484335,-70.621679,1,0,1,0,0,1
-7861569.34524602,-3959769.20914364,1147,REGION METROPOLITANA,SANTIAGO,ATROPELLO,LIBER BERNARDO O'HIGGINS,LORD COCHRANE,-,-33.484335,-70.621679,1,0,1,0,0,1
-7871695.74536501,-3939627.98866963,1148,REGION METROPOLITANA,SANTIAGO,ATROPELLO,LIBER BERNARDO O'HIGGINS,SAN IGNACIO DE LOYOLA,-,-33.3333,-70.712646,1,0,0,0,0,0
-7863742.52434529,-3954247.77531728,1149,REGION METROPOLITANA,SANTIAGO,ATROPELLO,LIRA,DIAG PARAGUAY,-,-33.442957,-70.641201,1,0,1,1,0,0
-7865328.60445011,-3954555.28262786,1150,REGION METROPOLITANA,SANTIAGO,ATROPELLO,LORD COCHRANE,LIBER BERNARDO O'HIGGINS,-,-33.445262,-70.655449,1,0,0,0,0,0
-7864302.238745,-3954241.23837421,1151,REGION METROPOLITANA,SANTIAGO,ATROPELLO,MAC IVER,LIBER BERNARDO O'HIGGINS,-,-33.442908,-70.646229,1,0,1,0,0,1
-7864394.74524185,-3953595.29988083,1152,REGION METROPOLITANA,SANTIAGO,ATROPELLO,MAC IVER,MERCED,-,-33.438066,-70.64706,1,0,1,0,0,1
-7864216.85669556,-3953622.91361414,1153,REGION METROPOLITANA,SANTIAGO,ATROPELLO,MIRAFLORES,-,383,-33.438273,-70.645462,1,0,0,0,0,0
-7867353.39466815,-3952212.02952285,1154,REGION METROPOLITANA,SANTIAGO,ATROPELLO,PDTE BALMACEDA,CUETO,-,-33.427696,-70.673638,1,0,1,0,0,1
-7863366.82106386,-3954258.31447818,1155,REGION METROPOLITANA,SANTIAGO,ATROPELLO,PORTUGAL,DIAG PARAGUAY,-,-33.443036,-70.637826,1,0,1,0,0,1
-7865050.52836211,-3953215.25089127,1156,REGION METROPOLITANA,SANTIAGO,ATROPELLO,ROSAS,BANDERA,-,-33.435217,-70.652951,1,0,0,0,0,0
-7866955.20484958,-3953179.90123344,1157,REGION METROPOLITANA,SANTIAGO,ATROPELLO,SAN PABLO,CAUTIN,-,-33.434952,-70.670061,1,0,0,0,0,0
-7863990.87812925,-3956132.03633081,1158,REGION METROPOLITANA,SANTIAGO,ATROPELLO,STA ROSA,PORVENIR,-,-33.45708,-70.643432,1,0,0,0,0,0
-7865296.65575625,-3953964.82244613,1159,REGION METROPOLITANA,SANTIAGO,ATROPELLO,TEATINOS,-,230,-33.440836,-70.655162,1,0,0,0,0,0
-7862107.35234503,-3957511.10481687,1160,REGION METROPOLITANA,SANTIAGO,ATROPELLO,VICUÑA MACKENNA,ÑUBLE,-,-33.467415,-70.626512,1,0,1,1,0,0
-7864734.04704978,-3952915.51589477,1161,REGION METROPOLITANA,SANTIAGO,CHOQUE,CARD JOSE MARIA CARO,-,420,-33.43297,-70.650108,1,0,1,1,0,0
-7869582.45615179,-3962960.93507004,1162,REGION METROPOLITANA,SANTIAGO,CHOQUE,CARD JOSE MARIA CARO,PUENTE LA PAZ,-,-33.508245,-70.693662,1,0,1,0,0,1
-7864929.96935358,-3953491.24872393,1163,REGION METROPOLITANA,SANTIAGO,CHOQUE,CATEDRAL,-,1043,-33.437286,-70.651868,1,0,0,0,0,0
-7866369.88696699,-3958352.37063434,1164,REGION METROPOLITANA,SANTIAGO,CHOQUE,CLUB HIPICO,PEDRO MONTT,-,-33.473719,-70.664803,1,0,0,0,0,0
-7863742.52434529,-3954247.77531728,1165,REGION METROPOLITANA,SANTIAGO,CHOQUE,DIAG PARAGUAY,LIRA,-,-33.442957,-70.641201,1,0,1,0,0,1
-7861762.59588204,-3958303.79334173,1166,REGION METROPOLITANA,SANTIAGO,CHOQUE,DIAG VICUÑA MACKENNA,-,2400,-33.473355,-70.623415,1,0,0,0,0,0
-7863982.41784795,-3957924.92415221,1167,REGION METROPOLITANA,SANTIAGO,CHOQUE,GRAL GANA,-,1428,-33.470516,-70.643356,1,0,0,0,0,0
-7861569.34524602,-3959769.20914364,1168,REGION METROPOLITANA,SANTIAGO,CHOQUE,LIBER BERNARDO O'HIGGINS,CIENFUEGOS,-,-33.484335,-70.621679,1,0,0,0,0,0
-7861569.34524602,-3959769.20914364,1169,REGION METROPOLITANA,SANTIAGO,CHOQUE,LIBER BERNARDO O'HIGGINS,JAIME EYZAGUIRRE,-,-33.484335,-70.621679,1,0,1,1,0,0
-7861569.34524602,-3959769.20914364,1170,REGION METROPOLITANA,SANTIAGO,CHOQUE,LIBER BERNARDO O'HIGGINS,LORD COCHRANE,-,-33.484335,-70.621679,1,0,0,0,0,0
-7861569.34524602,-3959769.20914364,1171,REGION METROPOLITANA,SANTIAGO,CHOQUE,LIBER BERNARDO O'HIGGINS,MIRAFLORES,-,-33.484335,-70.621679,1,0,1,0,0,1
-7861569.34524602,-3959769.20914364,1172,REGION METROPOLITANA,SANTIAGO,CHOQUE,LIBER BERNARDO O'HIGGINS,TEATINOS,-,-33.484335,-70.621679,1,0,1,1,0,0
-7861569.34524602,-3959769.20914364,1173,REGION METROPOLITANA,SANTIAGO,CHOQUE,LIBER BERNARDO O'HIGGINS,ZENTENO,-,-33.484335,-70.621679,2,0,2,1,0,1
-7865186.0041824,-3955656.7728316,1174,REGION METROPOLITANA,SANTIAGO,CHOQUE,LORD COCHRANE,EYZAGUIRRE,-,-33.453518,-70.654168,1,0,0,0,0,0
-7865785.34832084,-3953619.17841931,1175,REGION METROPOLITANA,SANTIAGO,CHOQUE,MANUEL RODRIGUEZ,CATEDRAL,-,-33.438245,-70.659552,1,0,1,1,0,0
-7864124.90679616,-3953585.69511947,1176,REGION METROPOLITANA,SANTIAGO,CHOQUE,MERCED,-,520,-33.437994,-70.644636,1,0,0,0,0,0
-7864700.76252204,-3954100.62828854,1177,REGION METROPOLITANA,SANTIAGO,CHOQUE,MONEDA,MATIAS COUSIÑO,-,-33.441854,-70.649809,1,0,0,0,0,0
-7864628.51617251,-3954640.66571658,1178,REGION METROPOLITANA,SANTIAGO,CHOQUE,PADRE ALONSO DE OVALLE,SERRANO,-,-33.445902,-70.64916,1,0,0,0,0,0
-7864396.63767319,-3955075.72901898,1179,REGION METROPOLITANA,SANTIAGO,CHOQUE,SAN FRANCISCO,-,335,-33.449163,-70.647077,1,0,0,0,0,0
-7864949.33894498,-3953098.7975208,1180,REGION METROPOLITANA,SANTIAGO,CHOQUE,SAN PABLO,-,1024,-33.434344,-70.652042,1,1,0,0,0,0
-7865507.7175108,-3953056.2449778,1181,REGION METROPOLITANA,SANTIAGO,CHOQUE,SAN PABLO,-,1362,-33.434025,-70.657058,1,0,0,0,0,0
-7868239.49781486,-3942912.3917371,1182,REGION METROPOLITANA,SANTIAGO,CHOQUE,STA MARIA,LORETO,-,-33.357947,-70.681598,1,0,1,0,0,1
-7868069.51295242,-3953644.92460816,1183,REGION METROPOLITANA,SANTIAGO,CHOQUE,STO DOMINGO,MATUCANA,-,-33.438438,-70.680071,1,0,0,0,0,0
-7865331.49875687,-3953788.99760269,1184,REGION METROPOLITANA,SANTIAGO,CHOQUE,TEATINOS,-,348,-33.439518,-70.655475,1,0,1,1,0,0
-7865236.54323122,-3954159.59360035,1185,REGION METROPOLITANA,SANTIAGO,CHOQUE,TEATINOS,MONEDA,-,-33.442296,-70.654622,1,0,0,0,0,0
-7862544.50398537,-3955619.14752666,1186,REGION METROPOLITANA,SANTIAGO,CHOQUE,VICUÑA MACKENNA,COQUIMBO,-,-33.453236,-70.630439,1,0,1,1,0,0
-7863445.41262436,-3955489.19440037,1187,REGION METROPOLITANA,SANTIAGO,COLISION,10 DE JULIO HUAMACHUCO,DR BRUNNER,-,-33.452262,-70.638532,1,0,0,0,0,0
-7867191.31348956,-3956236.64495556,1188,REGION METROPOLITANA,SANTIAGO,COLISION,ABATE MOLINA,GAY,-,-33.457864,-70.672182,1,0,1,1,0,0
-7867888.73009938,-3954368.37590904,1189,REGION METROPOLITANA,SANTIAGO,COLISION,AGUSTINAS,CHACABUCO,-,-33.443861,-70.678447,1,0,1,1,0,0
-7864348.65897266,-3953910.12702653,1190,REGION METROPOLITANA,SANTIAGO,COLISION,AGUSTINAS,MAC IVER,-,-33.440426,-70.646646,1,0,1,0,0,1
-7866674.90237176,-3952903.24386626,1191,REGION METROPOLITANA,SANTIAGO,COLISION,ANDES,MATURANA,-,-33.432878,-70.667543,2,0,0,0,0,0
-7868104.13331406,-3965814.61198778,1192,REGION METROPOLITANA,SANTIAGO,COLISION,AUTOPISTA CENTRAL,-,7,-33.529617,-70.680382,1,0,1,0,0,1
-7867199.10585391,-3957085.82446157,1193,REGION METROPOLITANA,SANTIAGO,COLISION,BASCUÑAN GUERRERO,GAY,-,-33.464228,-70.672252,1,0,0,0,0,0
-7867445.901165,-3955837.29594327,1194,REGION METROPOLITANA,SANTIAGO,COLISION,BASCUÑAN GUERRERO,GORBEA,-,-33.454871,-70.674469,1,0,0,0,0,0
-7867183.29848622,-3956295.75458397,1195,REGION METROPOLITANA,SANTIAGO,COLISION,BLANCO ENCALADA,ABATE MOLINA,-,-33.458307,-70.67211,1,0,1,1,0,0
-7866386.80752959,-3956147.51407791,1196,REGION METROPOLITANA,SANTIAGO,COLISION,BLANCO ENCALADA,CLUB HIPICO,-,-33.457196,-70.664955,2,0,1,1,0,0
-7866402.3922583,-3952789.86160948,1197,REGION METROPOLITANA,SANTIAGO,COLISION,BRASIL,MAPOCHO,-,-33.432028,-70.665095,2,0,0,0,0,0
-7863583.89407091,-3953966.55669537,1198,REGION METROPOLITANA,SANTIAGO,COLISION,CARABS DE CHILE,PORTUGAL,-,-33.440849,-70.639776,1,0,0,0,0,0
-7869582.45615179,-3962960.93507004,1199,REGION METROPOLITANA,SANTIAGO,COLISION,CARD JOSE MARIA CARO,GRAL MACKENNA,-,-33.508245,-70.693662,1,0,1,0,0,1
-7863979.18958271,-3953337.70827649,1200,REGION METROPOLITANA,SANTIAGO,COLISION,CARD JOSE MARIA CARO,JOSE MIGUEL DE LA BARRA,-,-33.436135,-70.643327,1,0,0,0,0,0
-7869582.45615179,-3962960.93507004,1201,REGION METROPOLITANA,SANTIAGO,COLISION,CARD JOSE MARIA CARO,PURISIMA,-,-33.508245,-70.693662,1,0,1,0,0,1
-7864052.43780766,-3955624.61786482,1202,REGION METROPOLITANA,SANTIAGO,COLISION,CARMEN,10 DE JULIO HUAMACHUCO,-,-33.453277,-70.643985,1,0,0,0,0,0
-7864201.60592532,-3957948.94507784,1203,REGION METROPOLITANA,SANTIAGO,COLISION,CHILOE,GRAL GANA,-,-33.470696,-70.645325,1,0,0,0,0,0
-7866386.80752959,-3956147.51407791,1204,REGION METROPOLITANA,SANTIAGO,COLISION,CLUB HIPICO,BLANCO ENCALADA,-,-33.457196,-70.664955,1,0,1,1,0,0
-7865150.82722331,-3953688.4131194,1205,REGION METROPOLITANA,SANTIAGO,COLISION,COMPAÑIA,MORANDE,-,-33.438764,-70.653852,1,0,1,0,0,1
-7865319.0309739,-3953708.82342794,1206,REGION METROPOLITANA,SANTIAGO,COLISION,COMPAÑIA,TEATINOS,-,-33.438917,-70.655363,1,0,1,0,0,1
-7863358.13814358,-3955643.29708775,1207,REGION METROPOLITANA,SANTIAGO,COLISION,COPIAPO,LIRA,-,-33.453417,-70.637748,1,0,0,0,0,0
-7867311.98381757,-3952739.70698898,1208,REGION METROPOLITANA,SANTIAGO,COLISION,CUETO,CASTILLO,-,-33.431652,-70.673266,2,0,0,0,0,0
-7863366.82106386,-3954258.31447818,1209,REGION METROPOLITANA,SANTIAGO,COLISION,DIAG PARAGUAY,PORTUGAL,-,-33.443036,-70.637826,1,0,1,0,0,1
-7862937.79574634,-3954102.49596349,1210,REGION METROPOLITANA,SANTIAGO,COLISION,DIAG PARAGUAY,VICUÑA MACKENNA,-,-33.441868,-70.633972,1,0,1,0,0,1
-7873222.04690328,-3862826.10399466,1211,REGION METROPOLITANA,SANTIAGO,COLISION,DIECIOCHO,LIBER BERNARDO O'HIGGINS,-,-32.754976,-70.726357,2,0,2,0,0,2
-7867942.38609394,-3957409.55386625,1212,REGION METROPOLITANA,SANTIAGO,COLISION,EXPOSICION,ANTOFAGASTA,-,-33.466654,-70.678929,1,0,0,0,0,0
-7864031.95502135,-3958258.81949174,1213,REGION METROPOLITANA,SANTIAGO,COLISION,FRANKLIN,SAN FRANCISCO,-,-33.473018,-70.643801,1,0,1,0,0,1
-7867199.10585391,-3957085.82446157,1214,REGION METROPOLITANA,SANTIAGO,COLISION,GAY,BASCUÑAN GUERRERO,-,-33.464228,-70.672252,1,0,0,0,0,0
-7876680.07556528,-3956346.19148086,1215,REGION METROPOLITANA,SANTIAGO,COLISION,GAY,ESPAÑA,-,-33.458685,-70.757421,1,0,0,0,0,0
-7863761.22601974,-3958072.52018379,1216,REGION METROPOLITANA,SANTIAGO,COLISION,GERMAN RIESCO,ARAUCO,-,-33.471622,-70.641369,1,0,1,1,0,0
-7866935.05602175,-3954236.83594525,1217,REGION METROPOLITANA,SANTIAGO,COLISION,GRAL BULNES,AGUSTINAS,-,-33.442875,-70.66988,1,0,1,1,0,0
-7865466.41797971,-3957857.79927456,1218,REGION METROPOLITANA,SANTIAGO,COLISION,GRAL RONDIZZONI,VIEL,-,-33.470013,-70.656687,1,0,1,0,0,1
-7858046.52864038,-3968568.28026528,1219,REGION METROPOLITANA,SANTIAGO,COLISION,JOSE MIGUEL CARRERA,CENTENARIO,-,-33.550235,-70.590033,1,0,1,0,0,1
-7864013.92126384,-3953455.63142741,1220,REGION METROPOLITANA,SANTIAGO,COLISION,JOSE MIGUEL DE LA BARRA,-,464,-33.437019,-70.643639,1,0,1,0,0,1
-7861569.34524602,-3959769.20914364,1221,REGION METROPOLITANA,SANTIAGO,COLISION,LIBER BERNARDO O'HIGGINS,-,227,-33.484335,-70.621679,1,0,1,1,0,0
-7866615.79172215,-3954922.0341347,1222,REGION METROPOLITANA,SANTIAGO,COLISION,LIBER BERNARDO O'HIGGINS,-,2224,-33.448011,-70.667012,1,0,1,0,1,0
-7866595.75421381,-3954820.63932169,1223,REGION METROPOLITANA,SANTIAGO,COLISION,LIBER BERNARDO O'HIGGINS,-,2259,-33.447251,-70.666832,1,0,1,0,0,1
-7866974.46312149,-3955030.90113353,1224,REGION METROPOLITANA,SANTIAGO,COLISION,LIBER BERNARDO O'HIGGINS,-,2396,-33.448827,-70.670234,1,0,0,0,0,0
-7867641.48951032,-3955161.38278304,1225,REGION METROPOLITANA,SANTIAGO,COLISION,LIBER BERNARDO O'HIGGINS,-,3039,-33.449805,-70.676226,1,0,1,0,0,1
-7861569.34524602,-3959769.20914364,1226,REGION METROPOLITANA,SANTIAGO,COLISION,LIBER BERNARDO O'HIGGINS,AMUNATEGUI,-,-33.484335,-70.621679,1,0,0,0,0,0
-7867199.10585391,-3957085.82446157,1227,REGION METROPOLITANA,SANTIAGO,COLISION,LIBER BERNARDO O'HIGGINS,BASCUÑAN GUERRERO,-,-33.464228,-70.672252,1,0,0,0,0,0
-7873222.04690328,-3862826.10399466,1228,REGION METROPOLITANA,SANTIAGO,COLISION,LIBER BERNARDO O'HIGGINS,BRASIL,-,-32.754976,-70.726357,1,0,0,0,0,0
-7861569.34524602,-3959769.20914364,1229,REGION METROPOLITANA,SANTIAGO,COLISION,LIBER BERNARDO O'HIGGINS,CIENFUEGOS,-,-33.484335,-70.621679,1,0,1,0,0,1
-7864715.45669482,-3950781.44562437,1230,REGION METROPOLITANA,SANTIAGO,COLISION,LIBER BERNARDO O'HIGGINS,ECHAURREN,-,-33.41697,-70.649941,2,0,2,1,0,1
-7861569.34524602,-3959769.20914364,1231,REGION METROPOLITANA,SANTIAGO,COLISION,LIBER BERNARDO O'HIGGINS,ESPAÑA,-,-33.484335,-70.621679,1,0,0,0,0,0
-7861569.34524602,-3959769.20914364,1232,REGION METROPOLITANA,SANTIAGO,COLISION,LIBER BERNARDO O'HIGGINS,IRENE MORALES,-,-33.484335,-70.621679,1,1,0,0,0,0
-7861569.34524602,-3959769.20914364,1233,REGION METROPOLITANA,SANTIAGO,COLISION,LIBER BERNARDO O'HIGGINS,JAIME EYZAGUIRRE,-,-33.484335,-70.621679,2,0,0,0,0,0
-7873222.04690328,-3862826.10399466,1234,REGION METROPOLITANA,SANTIAGO,COLISION,LIBER BERNARDO O'HIGGINS,JOSE TORIBIO MEDINA,-,-32.754976,-70.726357,2,0,2,0,0,2
-7877455.74977713,-3962091.16578628,1235,REGION METROPOLITANA,SANTIAGO,COLISION,LIBER BERNARDO O'HIGGINS,MAIPU,-,-33.50173,-70.764389,1,0,1,0,1,0
-7861569.34524602,-3959769.20914364,1236,REGION METROPOLITANA,SANTIAGO,COLISION,LIBER BERNARDO O'HIGGINS,MANUEL RODRIGUEZ,-,-33.484335,-70.621679,2,0,1,0,0,1
-7861569.34524602,-3959769.20914364,1237,REGION METROPOLITANA,SANTIAGO,COLISION,LIBER BERNARDO O'HIGGINS,MORANDE,-,-33.484335,-70.621679,2,0,1,1,0,0
-7861569.34524602,-3959769.20914364,1238,REGION METROPOLITANA,SANTIAGO,COLISION,LIBER BERNARDO O'HIGGINS,PORTUGAL,-,-33.484335,-70.621679,1,0,0,0,0,0
-7861569.34524602,-3959769.20914364,1239,REGION METROPOLITANA,SANTIAGO,COLISION,LIBER BERNARDO O'HIGGINS,REPUBLICA,-,-33.484335,-70.621679,1,0,0,0,0,0
-7871695.74536501,-3939627.98866963,1240,REGION METROPOLITANA,SANTIAGO,COLISION,LIBER BERNARDO O'HIGGINS,SAN IGNACIO DE LOYOLA,-,-33.3333,-70.712646,1,0,0,0,0,0
-7870539.80377262,-3974169.93211842,1241,REGION METROPOLITANA,SANTIAGO,COLISION,LIBER BERNARDO O'HIGGINS,VICTORIA SUBERCASEAUX,-,-33.592162,-70.702262,1,0,0,0,0,0
-7861569.34524602,-3959769.20914364,1242,REGION METROPOLITANA,SANTIAGO,COLISION,LIBER BERNARDO O'HIGGINS,VICUÑA MACKENNA,-,-33.484335,-70.621679,1,0,0,0,0,0
-7861569.34524602,-3959769.20914364,1243,REGION METROPOLITANA,SANTIAGO,COLISION,LIBER BERNARDO O'HIGGINS,ZENTENO,-,-33.484335,-70.621679,1,0,1,1,0,0
-7867442.00498282,-3953590.63089862,1244,REGION METROPOLITANA,SANTIAGO,COLISION,LIBERTAD,-,51,-33.438031,-70.674434,1,0,0,0,0,0
-7863637.77270445,-3967907.24914328,1245,REGION METROPOLITANA,SANTIAGO,COLISION,LIBERTAD,COMPAÑIA,-,-33.545286,-70.64026,1,0,1,0,0,1
-7867318.10638957,-3954878.27415906,1246,REGION METROPOLITANA,SANTIAGO,COLISION,LIBERTAD,ROMERO,-,-33.447683,-70.673321,1,0,0,0,0,0
-7867468.61034112,-3953201.24441016,1247,REGION METROPOLITANA,SANTIAGO,COLISION,LIBERTAD,SAN PABLO,-,-33.435112,-70.674673,1,0,0,0,0,0
-7863116.12957059,-3956521.25458584,1248,REGION METROPOLITANA,SANTIAGO,COLISION,LIRA,RICANTEN,-,-33.459997,-70.635574,1,1,0,0,0,0
-7865274.39185809,-3954653.87346938,1249,REGION METROPOLITANA,SANTIAGO,COLISION,LORD COCHRANE,-,59,-33.446001,-70.654962,1,0,0,0,0,0
-7864402.20364773,-3953349.9807656,1250,REGION METROPOLITANA,SANTIAGO,COLISION,MAC IVER,-,549,-33.436227,-70.647127,1,0,1,0,0,1
-7865206.93224667,-3956536.86628712,1251,REGION METROPOLITANA,SANTIAGO,COLISION,MANUEL ANTONIO MATTA,ALDUNATE,-,-33.460114,-70.654356,2,0,1,0,0,1
-7870968.60645115,-3943928.00378282,1252,REGION METROPOLITANA,SANTIAGO,COLISION,MANUEL ANTONIO MATTA,CARMEN,-,-33.365567,-70.706114,1,0,0,0,0,0
-7872854.02466672,-3944030.10303679,1253,REGION METROPOLITANA,SANTIAGO,COLISION,MANUEL ANTONIO MATTA,LIRA,-,-33.366333,-70.723051,1,0,1,0,0,1
-7876951.02720587,-3962806.60131385,1254,REGION METROPOLITANA,SANTIAGO,COLISION,MANUEL RODRIGUEZ,-,2181,-33.507089,-70.759855,1,0,0,0,0,0
-7865876.96426176,-3954073.68044062,1255,REGION METROPOLITANA,SANTIAGO,COLISION,MANUEL RODRIGUEZ,AGUSTINAS,-,-33.441652,-70.660375,3,0,1,0,0,1
-7865785.34832084,-3953619.17841931,1256,REGION METROPOLITANA,SANTIAGO,COLISION,MANUEL RODRIGUEZ,CATEDRAL,-,-33.438245,-70.659552,1,0,1,1,0,0
